longitude,latitude,prediction_day1,prediction_day2,prediction_day3
-53.44156002659571,-33.5301482279877,16.792556912296707,19.105351400068688,17.97405231742425
-53.175004227601,-33.5301482279877,42.1244926531871,45.32673682380122,49.340237439130185
-53.44156002659571,-33.263592428992894,51.423332135801566,56.0765228294518,62.178547596312754
-53.175004227601,-33.263592428992894,56.23423768213433,62.39626787185525,63.91536829541698
-52.90844842860621,-33.263592428992894,61.8073099424031,60.946919966401126,63.709151374180145
-53.175004227601,-32.9970366299981,57.057195295433296,60.310146574084165,62.04600688924038
-52.90844842860621,-32.9970366299981,61.56519351019083,63.10840079882714,66.2356392327043
-52.6418926296114,-32.9970366299981,62.09007906014695,61.50950094246139,64.6512055816733
-52.90844842860621,-32.7304808310033,56.308972354836534,62.60885224674634,65.81568300628268
-52.6418926296114,-32.7304808310033,62.12644718923143,63.89872537915599,65.98445507202462
-53.44156002659571,-32.4639250320086,29.39348976444509,32.16986549531546,35.60429686577172
-53.175004227601,-32.4639250320086,36.19663775268893,38.86730502057106,43.200324531175305
-52.90844842860621,-32.4639250320086,47.522039359780464,51.293403258255296,56.34718167264861
-52.6418926296114,-32.4639250320086,54.70788579369223,61.381872781974906,63.36395205560691
-52.3753368306167,-32.4639250320086,58.32729442913128,62.55768535425711,63.80820476436881
-53.7081158255905,-32.1973692330138,45.56305463836572,50.170887849289564,53.986649367169164
-53.44156002659571,-32.1973692330138,36.348959147411435,36.471538164770564,39.97573911508182
-53.175004227601,-32.1973692330138,21.34103690152837,23.846128064929616,22.507206124316404
-52.90844842860621,-32.1973692330138,36.3299927108227,36.48756468174331,40.26098923362345
-52.6418926296114,-32.1973692330138,47.01936228848295,51.0551032590873,56.33895643655771
-52.3753368306167,-32.1973692330138,51.825481442306106,57.84550465090226,62.72284532328753
-53.7081158255905,-31.930813434018997,38.260563911774994,42.84054526774481,46.030219622927824
-53.44156002659571,-31.930813434018997,23.699509260490235,23.16709561640482,25.634095561292924
-53.175004227601,-31.930813434018997,35.10213076699291,36.72757229884607,41.906849562441614
-52.90844842860621,-31.930813434018997,22.15898015339242,23.982872506637765,23.838227409446237
-52.6418926296114,-31.930813434018997,33.19780439690458,63.5863889403688,66.36162147449726
-52.3753368306167,-31.930813434018997,55.700372139549266,63.335251273676306,67.05557282262342
-52.108781031621895,-31.930813434018997,42.688276029361575,46.13279954510807,51.65762702656295
-54.241227423580106,-31.6642576350243,43.60472108313177,47.049161449161275,50.660958721626365
-53.9746716245853,-31.6642576350243,36.14570171452612,38.86851145892565,42.452337455339766
-53.7081158255905,-31.6642576350243,23.52573787975616,23.40825336033808,25.457512793569467
-53.44156002659571,-31.6642576350243,21.505471633731418,23.437194918130952,24.248620103948802
-53.175004227601,-31.6642576350243,33.60447212489282,73.28457694882187,102.75402630820095
-52.90844842860621,-31.6642576350243,33.044557701594606,63.18498222722746,66.70379347673928
-52.6418926296114,-31.6642576350243,21.844626097029956,23.822210984572767,23.799617023264
-52.3753368306167,-31.6642576350243,58.19541640644161,62.553065203152954,63.43240072977529
-52.108781031621895,-31.6642576350243,52.870388643844166,58.061906219366456,63.87278080098926
-51.84222523262711,-31.6642576350243,52.99501412161564,58.36827197772852,64.37368989624274
-51.5756694336323,-31.6642576350243,58.021116491029645,64.52115739460184,67.94798862311245
-54.7743390215696,-31.3977018360295,52.29590595810519,54.382281450013686,56.6837846897653
-54.507783222574794,-31.3977018360295,51.15402103764655,53.82920639593448,55.8007955210301
-54.241227423580106,-31.3977018360295,53.67984583543748,62.05085021720211,61.42055384870878
-53.9746716245853,-31.3977018360295,35.57272133923298,36.25406778800463,38.98467420276284
-53.7081158255905,-31.3977018360295,29.788200512581867,32.62526635306498,62.378718724693144
-53.44156002659571,-31.3977018360295,36.08170994362118,36.48171168482297,40.23213734698531
-53.175004227601,-31.3977018360295,24.409496906627545,26.43588561564933,29.751796481533688
-52.90844842860621,-31.3977018360295,38.32408596513802,43.608550852148674,47.3093735420965
-52.6418926296114,-31.3977018360295,28.96321413345166,31.978385121245683,35.60239316205201
-52.3753368306167,-31.3977018360295,20.851447550584066,21.874811151086796,23.75409523318336
-52.108781031621895,-31.3977018360295,17.727683572912103,19.744588359193273,18.319459095671622
-51.84222523262711,-31.3977018360295,36.323316553378724,39.07531056929621,44.078129015058366
-51.5756694336323,-31.3977018360295,51.71059448763258,58.13936760303269,64.52115739460184
-51.309113634637605,-31.3977018360295,51.67820060402426,57.79913035824252,64.68789885149107
-55.3074506195591,-31.131146037034696,51.29649643346325,54.19770884090442,54.84434321309223
-55.0408948205644,-31.131146037034696,51.80564085755584,53.89847253558471,55.230814048860275
-54.7743390215696,-31.131146037034696,45.6024913235393,50.10870588203418,53.14385235186123
-54.507783222574794,-31.131146037034696,46.983327733059056,50.959053786207996,53.846347220448116
-54.241227423580106,-31.131146037034696,53.40953009883291,55.836704404975556,61.66301180944337
-53.9746716245853,-31.131146037034696,47.3188947172433,51.609528174217104,54.23861188886377
-53.7081158255905,-31.131146037034696,45.55997875093102,50.18237868162007,53.968583503617275
-53.44156002659571,-31.131146037034696,45.60630154919489,50.21529839427395,54.30175030680857
-53.175004227601,-31.131146037034696,44.291880584138596,47.699415567520475,50.900223231512484
-52.90844842860621,-31.131146037034696,46.00528399578126,51.03658945937783,56.37020101588294
-52.6418926296114,-31.131146037034696,46.05653899899826,51.76956619175151,56.5487787016386
-52.3753368306167,-31.131146037034696,44.13900686315911,47.73433367758889,51.4685317042266
-52.108781031621895,-31.131146037034696,37.27575730152924,43.696489294625934,47.09020049018663
-51.84222523262711,-31.131146037034696,44.92889889899483,48.45888295321769,52.354486894187986
-51.5756694336323,-31.131146037034696,47.57723649097332,51.88936985991904,58.05472759145524
-51.309113634637605,-31.131146037034696,52.409396860537896,58.02007788149213,64.69180519077518
-51.042557835642796,-31.131146037034696,38.13819832876379,43.09014613182073,46.6976864459951
-55.8405622175487,-30.8645902380399,49.73967285480403,53.00318428577943,55.407873716263936
-55.3074506195591,-30.8645902380399,42.435038446268784,45.49787569953176,50.03406177559692
-55.0408948205644,-30.8645902380399,47.67796307617148,50.9531786873986,54.2968017248434
-54.7743390215696,-30.8645902380399,42.06032672282338,44.44979108392857,47.59184652215818
-54.507783222574794,-30.8645902380399,44.083335589802516,47.27576549226123,51.752456880986074
-54.241227423580106,-30.8645902380399,45.63977293320006,50.23365225567588,52.98490315621533
-53.9746716245853,-30.8645902380399,35.63424924150615,36.49747731002393,39.653115401290016
-53.7081158255905,-30.8645902380399,43.711307676473034,47.060112490140845,50.74024537827956
-53.44156002659571,-30.8645902380399,44.81764997292543,47.798313585906854,51.27781532997497
-53.175004227601,-30.8645902380399,20.442041010739935,19.56520710044151,21.273134382661407
-52.90844842860621,-30.8645902380399,44.365652991177015,47.8755091405526,51.59158548265451
-52.6418926296114,-30.8645902380399,47.11643178002189,51.5079381052584,56.761788756492514
-52.3753368306167,-30.8645902380399,35.577170427430815,71.95924032161771,73.05695995417287
-52.108781031621895,-30.8645902380399,31.013612327410307,34.12888379746415,64.81033457146476
-51.84222523262711,-30.8645902380399,30.929838425938947,34.318562993547154,64.43874034201403
-51.5756694336323,-30.8645902380399,30.385750336725714,33.203446684575766,63.45591328939287
-51.309113634637605,-30.8645902380399,46.67556539348832,53.66142759000345,62.81134300573834
-51.042557835642796,-30.8645902380399,58.09268130861344,64.719127870387,67.64361611735471
-50.776002036647995,-30.8645902380399,63.39141018207446,67.19073033676978,68.3370116527893
-56.1071180165435,-30.5980344390452,51.12163710221419,54.38230584132258,57.8063742190776
-55.8405622175487,-30.5980344390452,51.65511477043023,54.22647056556019,55.56034187528981
-55.57400641855389,-30.5980344390452,46.9166565240022,50.9730434214699,54.18466955266325
-55.3074506195591,-30.5980344390452,46.45709380274379,51.35899938381311,54.38298519846969
-55.0408948205644,-30.5980344390452,45.547373495525164,50.12768190950172,53.34502998763286
-54.7743390215696,-30.5980344390452,45.21349515989485,47.90563034963911,51.053811272894144
-54.507783222574794,-30.5980344390452,43.67942273206654,46.958156524915765,50.91357887966127
-54.241227423580106,-30.5980344390452,42.57511515793453,45.69807183214604,50.363197191631464
-53.9746716245853,-30.5980344390452,42.833635694983776,45.73197073653419,50.38474872926121
-53.7081158255905,-30.5980344390452,43.715032770820116,47.048514643748305,50.53273094959067
-53.44156002659571,-30.5980344390452,43.72977300898034,47.042204838776094,50.54220394967472
-53.175004227601,-30.5980344390452,47.13801512359405,51.18001244550565,56.4378780760118
-52.90844842860621,-30.5980344390452,48.71843198312292,51.400995976161894,57.3957638365247
-52.6418926296114,-30.5980344390452,44.09137427039305,47.7001704814031,50.9133045265206
-52.3753368306167,-30.5980344390452,45.051685776218456,48.06789485702141,51.74452487295626
-52.108781031621895,-30.5980344390452,38.51062771119142,44.242876574091945,47.677460182201386
-51.84222523262711,-30.5980344390452,33.511786085376336,64.19571341218868,66.4525789509947
-51.5756694336323,-30.5980344390452,3.7206566196213866,3.8625869222402383,4.152486406345934
-51.309113634637605,-30.5980344390452,45.697419384084235,52.14859854981282,57.89852613707331
-51.042557835642796,-30.5980344390452,64.23502733650061,67.13327181565634,68.04310704245471
-50.776002036647995,-30.5980344390452,63.87787109900507,66.4265976838395,68.64782405718451
-50.50944623765329,-30.5980344390452,63.94306344279752,66.42076908752972,68.43642890635587
-56.373673815538204,-30.331478640050396,31.317345243010593,43.01740604528115,71.05662458299845
-56.1071180165435,-30.331478640050396,50.489971480430064,53.57227721309033,55.71958870194285
-55.8405622175487,-30.331478640050396,50.43888383919344,53.28212228789954,55.68544027122168
-55.57400641855389,-30.331478640050396,47.521436227122365,50.9079834304573,54.122584559119495
-55.3074506195591,-30.331478640050396,45.190345558579494,47.96812104140294,51.05255845915336
-55.0408948205644,-30.331478640050396,33.220371411853236,71.82626238207044,72.705473553453
-54.7743390215696,-30.331478640050396,53.45126570056783,55.59685551101186,60.543653432013095
-54.507783222574794,-30.331478640050396,133.31969505324906,128.20996380761662,122.49453672648536
-54.241227423580106,-30.331478640050396,19.19163412234768,21.35755599659524,23.704464344150086
-53.9746716245853,-30.331478640050396,23.415043790182512,23.879790349840814,26.326022488526373
-53.7081158255905,-30.331478640050396,36.41727025379916,39.21338483601779,42.95236328319746
-53.44156002659571,-30.331478640050396,45.39504789935801,49.674828132353866,54.073624716379776
-53.175004227601,-30.331478640050396,48.05749740402646,51.269971045999185,56.61623533711682
-52.90844842860621,-30.331478640050396,51.40387737049206,57.27273035807771,61.03226578150617
-52.6418926296114,-30.331478640050396,51.645447077388525,56.819969824696855,61.703995969772365
-52.3753368306167,-30.331478640050396,47.104041145593975,51.65179320960126,58.29550107798072
-52.108781031621895,-30.331478640050396,53.09556772389734,58.25900928207254,63.86531948441534
-51.84222523262711,-30.331478640050396,45.68411714784243,52.32348730335756,58.224983979571455
-51.5756694336323,-30.331478640050396,10.554713753526308,11.600927267691134,12.635237045901182
-51.309113634637605,-30.331478640050396,42.99130003002099,70.44758062088981,73.37934747829259
-51.042557835642796,-30.331478640050396,75.19261178241631,72.04703379283292,80.14164897919409
-50.776002036647995,-30.331478640050396,66.54080183097918,68.65032408016323,72.19189662509659
-50.50944623765329,-30.331478640050396,36.80071462562563,42.21245045221965,45.44622347033805
-57.439897011517296,-30.0649228410556,42.17761931793953,44.315591010518204,47.09891487294025
-57.1733412125226,-30.0649228410556,54.70111473012079,60.93900233996004,61.583900963763966
-56.90678541352779,-30.0649228410556,55.08017778806383,61.51871522923366,61.87230287938695
-56.640229614533006,-30.0649228410556,52.44444374223616,55.23670775637687,61.52706339298188
-56.373673815538204,-30.0649228410556,51.627524389594946,54.6753049822034,60.69171141881854
-56.1071180165435,-30.0649228410556,48.124113811600125,51.19807590775038,54.56398438394086
-55.8405622175487,-30.0649228410556,44.73523173254814,47.41771614088699,52.290100024989115
-55.57400641855389,-30.0649228410556,45.31494573750556,49.353186439940536,52.202386905927
-55.3074506195591,-30.0649228410556,42.32961474939533,44.714149386394894,47.4341825632777
-55.0408948205644,-30.0649228410556,35.88927184889317,36.210206364486886,39.10545315908547
-54.7743390215696,-30.0649228410556,32.78711985280822,62.38829473082917,62.68710382323265
-54.507783222574794,-30.0649228410556,37.99276061406604,43.83320867751345,46.58649561319768
-54.241227423580106,-30.0649228410556,36.167655425196706,38.71515794768752,42.40776303568708
-53.9746716245853,-30.0649228410556,42.50603388244002,45.47667342283975,49.7799480922186
-53.7081158255905,-30.0649228410556,44.87547790894312,47.99798066454323,51.09345652304244
-53.44156002659571,-30.0649228410556,54.56067864615569,60.326284898455086,61.80981464601366
-53.175004227601,-30.0649228410556,45.91802208768078,50.341719276938264,55.05899277226442
-52.90844842860621,-30.0649228410556,54.49727229274371,59.169869747142684,61.59808998666319
-52.6418926296114,-30.0649228410556,51.41927052281182,57.45449809097092,62.45003136925503
-52.3753368306167,-30.0649228410556,44.26110155307003,47.676381500279355,51.103726325546766
-52.108781031621895,-30.0649228410556,52.9969585435588,58.41666850106289,63.85489484563745
-51.84222523262711,-30.0649228410556,52.55452428041837,58.13981977100178,64.36312307828008
-51.5756694336323,-30.0649228410556,46.72460148132781,53.685168653208194,69.4790908548097
-51.309113634637605,-30.0649228410556,174.8133062015722,185.61663786508157,145.03652557827263
-51.042557835642796,-30.0649228410556,122.46160299740826,126.8204495920443,133.30377601361934
-50.776002036647995,-30.0649228410556,67.10631847637136,70.11372773494608,75.7756023055789
-50.50944623765329,-30.0649228410556,38.63760051786867,43.915548058657706,46.764047035787
-50.242890438658506,-30.0649228410556,36.551392435033364,40.757403146424906,46.16846568489961
-57.1733412125226,-29.7983670420608,62.78958085799808,65.83543452032305,67.55371636133776
-56.90678541352779,-29.7983670420608,56.11229408386473,62.01066117242818,62.15625199218571
-56.640229614533006,-29.7983670420608,53.98876291704807,56.22804957327194,62.10278480843291
-56.373673815538204,-29.7983670420608,51.725447183233555,54.713388488220836,61.31370242885025
-56.1071180165435,-29.7983670420608,45.45141859883047,49.60588628254619,53.1628123292881
-55.8405622175487,-29.7983670420608,21.90518468460415,23.711671161633998,24.219883128435068
-55.57400641855389,-29.7983670420608,36.26303168284669,36.13824931906641,39.085139531849045
-55.3074506195591,-29.7983670420608,36.26303168284669,36.23061862885203,39.22671645870742
-55.0408948205644,-29.7983670420608,32.36624254757421,62.11022330853933,60.64653982172008
-54.7743390215696,-29.7983670420608,21.569576608305884,23.71519581734702,23.0115058424263
-54.507783222574794,-29.7983670420608,31.27952799198265,42.900537438599315,70.18410785764056
-54.241227423580106,-29.7983670420608,27.043930278309848,29.606077967137264,32.54195975876005
-53.9746716245853,-29.7983670420608,54.65368448007219,61.30496540888278,60.950973434659524
-53.7081158255905,-29.7983670420608,62.20726674047127,61.81110809541848,59.051318898998844
-53.44156002659571,-29.7983670420608,21.58745885333995,23.67912711225682,22.98735187403164
-53.175004227601,-29.7983670420608,32.08734842509338,35.94422084259887,63.164002259473634
-52.90844842860621,-29.7983670420608,30.996209945350575,34.659336825211305,63.71963632094288
-52.6418926296114,-29.7983670420608,51.97624315004575,57.413919937552265,62.5132116725577
-52.3753368306167,-29.7983670420608,63.35753271158848,66.6019293351208,68.5055391312796
-52.108781031621895,-29.7983670420608,72.73423009339535,72.57067120847164,79.34649961473824
-51.84222523262711,-29.7983670420608,127.40437963110824,133.6920973966829,142.6905426568904
-51.5756694336323,-29.7983670420608,67.8241614186688,69.95695281685649,75.3969264154199
-51.309113634637605,-29.7983670420608,66.87011818986042,69.81317439552743,75.7657427480287
-51.042557835642796,-29.7983670420608,120.39714849541245,126.33270669285626,133.23681268527451
-50.776002036647995,-29.7983670420608,46.653421581788855,51.67389712834049,58.73516709859313
-50.50944623765329,-29.7983670420608,20.05695105469221,19.519977023557452,22.090293347562415
-50.242890438658506,-29.7983670420608,36.23200639842403,38.55228946588967,43.64519752036109
-56.640229614533006,-29.5318112430661,54.182900806527144,56.20743613993551,61.916251492980116
-56.373673815538204,-29.5318112430661,47.49047119888474,55.05786304266361,61.94173726810082
-56.1071180165435,-29.5318112430661,45.068381639034534,47.492697001459575,55.102288118694915
-55.8405622175487,-29.5318112430661,43.023229929066176,45.939076567175746,50.89464913574241
-55.57400641855389,-29.5318112430661,23.71110098886754,23.557892385015908,25.646766667792463
