,date,state,city,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
1745,2020-05-25,PE,Abreu e Lima,280,26,True,99990.0,280.028
1746,2020-05-25,PE,Afogados da Ingazeira,7,0,True,37259.0,18.78741
1747,2020-05-25,PE,Afrânio,12,0,True,19635.0,61.115359999999995
1748,2020-05-25,PE,Agrestina,22,5,True,24885.0,88.40666999999999
1749,2020-05-25,PE,Água Preta,162,13,True,36771.0,440.56458
1750,2020-05-25,PE,Águas Belas,130,5,True,43443.0,299.24269
1751,2020-05-25,PE,Alagoinha,9,0,True,14636.0,61.49221
1752,2020-05-25,PE,Aliança,52,13,True,38386.0,135.46606
1753,2020-05-25,PE,Altinho,13,0,True,22972.0,56.590630000000004
1754,2020-05-25,PE,Amaraji,31,7,True,22829.0,135.79218999999998
1755,2020-05-25,PE,Araçoiaba,26,3,True,20524.0,126.68096000000001
1756,2020-05-25,PE,Araripina,33,2,True,84418.0,39.091190000000005
1757,2020-05-25,PE,Arcoverde,86,11,True,74338.0,115.6878
1758,2020-05-25,PE,Barra de Guabiraba,12,2,True,14385.0,83.42023
1759,2020-05-25,PE,Barreiros,88,6,True,42659.0,206.28707
1760,2020-05-25,PE,Belém de Maria,0,0,True,12073.0,
1761,2020-05-25,PE,Belém do São Francisco,2,0,True,20729.0,9.64832
1762,2020-05-25,PE,Belo Jardim,28,1,True,76439.0,36.630520000000004
1763,2020-05-25,PE,Betânia,4,1,True,12719.0,31.449009999999998
1764,2020-05-25,PE,Bezerros,32,1,True,60798.0,52.633309999999994
1765,2020-05-25,PE,Bodocó,3,0,True,38146.0,7.86452
1766,2020-05-25,PE,Bom Conselho,58,1,True,48554.0,119.45463000000001
1767,2020-05-25,PE,Bom Jardim,30,9,True,39184.0,76.56186
1768,2020-05-25,PE,Bonito,27,5,True,38134.0,70.80296
1769,2020-05-25,PE,Brejo da Madre de Deus,45,2,True,50742.0,88.68393
1770,2020-05-25,PE,Buenos Aires,12,3,True,13155.0,91.22006999999999
1771,2020-05-25,PE,Buíque,16,1,True,58378.0,27.407590000000003
1772,2020-05-25,PE,Cabo de Santo Agostinho,509,75,True,207048.0,245.83671
1773,2020-05-25,PE,Cabrobó,3,1,True,34221.0,8.76655
1774,2020-05-25,PE,Cachoeirinha,25,2,True,20380.0,122.66928
1775,2020-05-25,PE,Caetés,23,2,True,28739.0,80.03062
1776,2020-05-25,PE,Calçado,1,0,True,11053.0,9.04732
1777,2020-05-25,PE,Camaragibe,794,56,True,157828.0,503.0793
1778,2020-05-25,PE,Camocim de São Félix,23,0,True,18765.0,122.56861
1779,2020-05-25,PE,Camutanga,14,3,True,8551.0,163.72353999999999
1780,2020-05-25,PE,Canhotinho,5,1,True,24804.0,20.15804
1781,2020-05-25,PE,Capoeiras,7,1,True,20048.0,34.9162
1782,2020-05-25,PE,Carnaíba,9,4,True,19551.0,46.03345
1783,2020-05-25,PE,Carnaubeira da Penha,3,1,True,12932.0,23.19827
1784,2020-05-25,PE,Carpina,82,12,True,83641.0,98.03804000000001
1785,2020-05-25,PE,Caruaru,272,21,True,361118.0,75.32164
