,date,state,place_type,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
883,2020-06-28,RJ,state,111298,9819,False,17264943.0,644.6473599999999
884,2020-06-27,RJ,state,108803,9789,False,17264943.0,630.19611
885,2020-06-26,RJ,state,108497,9587,False,17264943.0,628.4237400000001
886,2020-06-25,RJ,state,105897,9450,False,17264943.0,613.36432
887,2020-06-24,RJ,state,103493,9295,False,17264943.0,599.44015
888,2020-06-23,RJ,state,100869,9153,False,17264943.0,584.24172
889,2020-06-22,RJ,state,97572,8933,False,17264943.0,565.14522
890,2020-06-21,RJ,state,96133,8875,False,17264943.0,556.8104099999999
891,2020-06-20,RJ,state,95537,8824,False,17264943.0,553.35833
892,2020-06-19,RJ,state,93378,8595,False,17264943.0,540.85322
893,2020-06-18,RJ,state,87317,8412,False,17264943.0,505.7474
894,2020-06-17,RJ,state,86963,8138,False,17264943.0,503.697
895,2020-06-16,RJ,state,83343,7967,False,17264943.0,482.72965999999997
896,2020-06-15,RJ,state,80946,7728,False,17264943.0,468.84603
897,2020-06-14,RJ,state,79572,7672,False,17264943.0,460.88770999999997
898,2020-06-13,RJ,state,78836,7592,False,17264943.0,456.62473
899,2020-06-12,RJ,state,77784,7417,False,17264943.0,450.53146
900,2020-06-11,RJ,state,75775,7363,False,17264943.0,438.89516
901,2020-06-10,RJ,state,74373,7138,False,17264943.0,430.77466
902,2020-06-09,RJ,state,72979,6928,False,17264943.0,422.7005
903,2020-06-08,RJ,state,69499,6781,False,17264943.0,402.54405
904,2020-06-07,RJ,state,67756,6707,False,17264943.0,392.44844
905,2020-06-06,RJ,state,64533,6639,False,17264943.0,373.78056000000004
906,2020-06-05,RJ,state,63066,6473,False,17264943.0,365.28357
907,2020-06-04,RJ,state,60932,6327,False,17264943.0,352.92326
908,2020-06-03,RJ,state,59240,6010,False,17264943.0,343.12306
909,2020-06-02,RJ,state,56732,5686,False,17264943.0,328.59651
910,2020-06-01,RJ,state,54530,5462,False,17264943.0,315.84234
911,2020-05-31,RJ,state,53388,5344,False,17264943.0,309.22778
912,2020-05-30,RJ,state,52420,5277,False,17264943.0,303.62104
913,2020-05-29,RJ,state,47953,5079,False,17264943.0,277.7478
914,2020-05-28,RJ,state,44886,4856,False,17264943.0,259.98348
915,2020-05-27,RJ,state,42398,4605,False,17264943.0,245.57278
916,2020-05-26,RJ,state,40024,4361,False,17264943.0,231.82237
917,2020-05-25,RJ,state,39298,4105,False,17264943.0,227.61732
918,2020-05-24,RJ,state,37912,3993,False,17264943.0,219.58948999999998
919,2020-05-23,RJ,state,34533,3905,False,17264943.0,200.01803999999998
920,2020-05-22,RJ,state,33589,3657,False,17264943.0,194.55031
921,2020-05-21,RJ,state,32089,3412,False,17264943.0,185.86218
922,2020-05-20,RJ,state,30372,3237,False,17264943.0,175.91718
923,2020-05-19,RJ,state,27805,3079,False,17264943.0,161.0489
924,2020-05-18,RJ,state,26665,2852,False,17264943.0,154.44592
925,2020-05-17,RJ,state,22238,2715,False,17264943.0,128.80436
926,2020-05-16,RJ,state,21601,2614,False,17264943.0,125.11481
927,2020-05-15,RJ,state,19987,2438,False,17264943.0,115.76638
928,2020-05-14,RJ,state,19467,2247,False,17264943.0,112.7545
929,2020-05-13,RJ,state,18728,2050,False,17264943.0,108.47415
930,2020-05-12,RJ,state,18486,1928,False,17264943.0,107.07246
931,2020-05-11,RJ,state,17939,1770,False,17264943.0,103.90419
932,2020-05-10,RJ,state,17062,1714,False,17264943.0,98.82454
933,2020-05-09,RJ,state,16929,1653,False,17264943.0,98.05419
934,2020-05-08,RJ,state,15741,1503,False,17264943.0,91.17319
935,2020-05-07,RJ,state,14156,1394,False,17264943.0,81.99274
936,2020-05-06,RJ,state,13295,1205,False,17264943.0,77.00576
937,2020-05-05,RJ,state,12391,1123,False,17264943.0,71.76971
938,2020-05-04,RJ,state,11721,1065,False,17264943.0,67.88902
939,2020-05-03,RJ,state,11139,1019,False,17264943.0,64.51801999999999
940,2020-05-02,RJ,state,10546,971,False,17264943.0,61.08331999999999
941,2020-05-01,RJ,state,10166,921,False,17264943.0,58.88233
942,2020-04-30,RJ,state,9453,854,False,17264943.0,54.75257
943,2020-04-29,RJ,state,8869,794,False,17264943.0,51.36999
944,2020-04-28,RJ,state,8504,738,False,17264943.0,49.25588
945,2020-04-27,RJ,state,7944,677,False,17264943.0,46.01232
946,2020-04-26,RJ,state,7111,645,False,17264943.0,41.187509999999996
947,2020-04-25,RJ,state,6828,615,False,17264943.0,39.54835
948,2020-04-24,RJ,state,6282,570,False,17264943.0,36.385870000000004
949,2020-04-23,RJ,state,6172,530,False,17264943.0,35.748740000000005
950,2020-04-22,RJ,state,5552,490,False,17264943.0,32.15765
951,2020-04-21,RJ,state,5306,461,False,17264943.0,30.7328
952,2020-04-20,RJ,state,4899,422,False,17264943.0,28.375420000000002
953,2020-04-19,RJ,state,4675,402,False,17264943.0,27.077990000000003
954,2020-04-18,RJ,state,4543,387,False,17264943.0,26.313440000000003
955,2020-04-17,RJ,state,4349,341,False,17264943.0,25.189770000000003
956,2020-04-16,RJ,state,3944,301,False,17264943.0,22.84398
957,2020-04-15,RJ,state,3743,265,False,17264943.0,21.67977
958,2020-04-14,RJ,state,3410,224,False,17264943.0,19.75101
959,2020-04-13,RJ,state,3221,182,False,17264943.0,18.6563
960,2020-04-12,RJ,state,2855,170,False,17264943.0,16.5364
961,2020-04-11,RJ,state,2607,155,False,17264943.0,15.099960000000001
962,2020-04-10,RJ,state,2464,147,False,17264943.0,14.27169
963,2020-04-09,RJ,state,2216,122,False,17264943.0,12.83526
964,2020-04-08,RJ,state,1938,106,False,17264943.0,11.225060000000001
965,2020-04-07,RJ,state,1688,89,False,17264943.0,9.77704
966,2020-04-06,RJ,state,1461,71,False,17264943.0,8.46223
967,2020-04-05,RJ,state,1394,64,False,17264943.0,8.07417
968,2020-04-04,RJ,state,1246,58,False,17264943.0,7.216939999999999
969,2020-04-03,RJ,state,1074,47,False,17264943.0,6.2207
970,2020-04-02,RJ,state,992,41,False,17264943.0,5.74575
971,2020-04-01,RJ,state,832,28,False,17264943.0,4.81901
972,2020-03-31,RJ,state,708,23,False,17264943.0,4.1008
973,2020-03-30,RJ,state,657,18,False,17264943.0,3.8054
974,2020-03-29,RJ,state,600,17,False,17264943.0,3.47525
975,2020-03-28,RJ,state,558,13,False,17264943.0,3.23198
976,2020-03-27,RJ,state,493,10,False,17264943.0,2.8555
977,2020-03-26,RJ,state,421,9,False,17264943.0,2.43847
978,2020-03-25,RJ,state,370,8,False,17264943.0,2.1430700000000003
979,2020-03-24,RJ,state,305,6,False,17264943.0,1.76659
980,2020-03-23,RJ,state,233,4,False,17264943.0,1.34956
981,2020-03-22,RJ,state,186,3,False,17264943.0,1.07733
982,2020-03-21,RJ,state,119,3,False,17264943.0,0.68926
983,2020-03-19,RJ,state,66,2,False,17264943.0,0.38228
984,2020-03-18,RJ,state,63,0,False,17264943.0,0.3649
985,2020-03-16,RJ,state,25,0,False,17264943.0,0.1448
986,2020-03-15,RJ,state,24,0,False,17264943.0,0.13901
987,2020-03-12,RJ,state,15,0,False,17264943.0,0.08688
988,2020-03-08,RJ,state,3,0,False,17264943.0,0.01738
989,2020-03-06,RJ,state,2,0,False,17264943.0,0.01158
990,2020-03-05,RJ,state,1,0,False,17264943.0,0.00579
991,2020-07-18,PR,state,53553,1308,True,11433957.0,468.36804000000006
992,2020-07-17,PR,state,51321,1292,False,11433957.0,448.84724000000006
993,2020-07-16,PR,state,49405,1246,False,11433957.0,432.09013
994,2020-07-15,PR,state,47124,1200,False,11433957.0,412.14078
995,2020-07-14,PR,state,45363,1146,False,11433957.0,396.73929
996,2020-07-13,PR,state,43582,1089,False,11433957.0,381.16288
997,2020-07-12,PR,state,42537,1045,False,11433957.0,372.02344
998,2020-07-11,PR,state,40797,1016,False,11433957.0,356.80561
999,2020-07-10,PR,state,39512,978,False,11433957.0,345.56716
1000,2020-07-09,PR,state,37424,931,False,11433957.0,327.30576
1001,2020-07-08,PR,state,35715,895,False,11433957.0,312.35905
1002,2020-07-07,PR,state,34308,851,False,11433957.0,300.0536
1003,2020-07-06,PR,state,32769,820,False,11433957.0,286.5937
1004,2020-07-05,PR,state,31459,795,False,11433957.0,275.1366
1005,2020-07-04,PR,state,30570,763,False,11433957.0,267.36151
1006,2020-07-03,PR,state,28166,727,False,11433957.0,246.33642000000003
1007,2020-07-02,PR,state,26304,706,False,11433957.0,230.05159
1008,2020-07-01,PR,state,24225,663,False,11433957.0,211.86891
1009,2020-06-30,PR,state,22877,649,False,11433957.0,200.07947
1010,2020-06-29,PR,state,21326,613,False,11433957.0,186.51461
1011,2020-06-28,PR,state,20742,599,False,11433957.0,181.40701
1012,2020-06-27,PR,state,19819,575,False,11433957.0,173.33456999999999
1013,2020-06-26,PR,state,18672,564,False,11433957.0,163.30305
1014,2020-06-25,PR,state,17822,539,False,11433957.0,155.86905
1015,2020-06-24,PR,state,16963,521,False,11433957.0,148.35634
1016,2020-06-23,PR,state,15853,498,False,11433957.0,138.64841
1017,2020-06-22,PR,state,15124,469,False,11433957.0,132.27267
1018,2020-06-21,PR,state,14501,451,False,11433957.0,126.82399
1019,2020-06-20,PR,state,13821,437,False,11433957.0,120.87678999999999
1020,2020-06-19,PR,state,12932,428,False,11433957.0,113.1017
1021,2020-06-18,PR,state,12059,415,False,11433957.0,105.46655
1022,2020-06-17,PR,state,11225,394,False,11433957.0,98.17249
1023,2020-06-16,PR,state,10690,372,False,11433957.0,93.49344
1024,2020-06-15,PR,state,9839,342,False,11433957.0,86.0507
1025,2020-06-14,PR,state,9706,334,False,11433957.0,84.8875
1026,2020-06-13,PR,state,9353,320,False,11433957.0,81.8002
1027,2020-06-12,PR,state,8818,302,False,11433957.0,77.12116
1028,2020-06-11,PR,state,8569,288,False,11433957.0,74.94343
1029,2020-06-10,PR,state,7934,282,False,11433957.0,69.3898
1030,2020-06-09,PR,state,7410,260,False,11433957.0,64.80696
1031,2020-06-08,PR,state,7121,250,False,11433957.0,62.2794
1032,2020-06-07,PR,state,6987,244,False,11433957.0,61.10745
1033,2020-06-06,PR,state,6693,239,False,11433957.0,58.53617
1034,2020-06-05,PR,state,6434,233,False,11433957.0,56.27098
1035,2020-06-04,PR,state,5895,220,False,11433957.0,51.55695
1036,2020-06-03,PR,state,5567,210,False,11433957.0,48.688309999999994
1037,2020-06-02,PR,state,5235,204,False,11433957.0,45.78467
1038,2020-06-01,PR,state,4900,195,False,11433957.0,42.85481
1039,2020-05-31,PR,state,4752,187,False,11433957.0,41.56042
1040,2020-05-30,PR,state,4538,186,False,11433957.0,39.6888
1041,2020-05-29,PR,state,4300,178,False,11433957.0,37.607279999999996
1042,2020-05-28,PR,state,4041,174,False,11433957.0,35.3421
1043,2020-05-27,PR,state,3768,167,False,11433957.0,32.95447
1044,2020-05-26,PR,state,3567,164,False,11433957.0,31.19655
1045,2020-05-25,PR,state,3384,160,False,11433957.0,29.59605
1046,2020-05-24,PR,state,3260,156,False,11433957.0,28.51156
1047,2020-05-23,PR,state,3147,153,False,11433957.0,27.52328
1048,2020-05-22,PR,state,2985,149,False,11433957.0,26.10645
1049,2020-05-21,PR,state,2855,144,False,11433957.0,24.969479999999997
1050,2020-05-20,PR,state,2656,140,False,11433957.0,23.22905
1051,2020-05-19,PR,state,2519,133,False,11433957.0,22.03087
1052,2020-05-18,PR,state,2390,130,False,11433957.0,20.90265
1053,2020-05-17,PR,state,2316,127,False,11433957.0,20.25545
1054,2020-05-16,PR,state,2272,126,False,11433957.0,19.870639999999998
1055,2020-05-15,PR,state,2167,124,False,11433957.0,18.95232
1056,2020-05-14,PR,state,2091,122,False,11433957.0,18.28763
1057,2020-05-13,PR,state,2023,120,False,11433957.0,17.69291
1058,2020-05-12,PR,state,1930,116,False,11433957.0,16.87955
1059,2020-05-11,PR,state,1873,114,False,11433957.0,16.38103
1060,2020-05-10,PR,state,1859,112,False,11433957.0,16.258589999999998
1061,2020-05-09,PR,state,1809,110,False,11433957.0,15.82129
1062,2020-05-08,PR,state,1734,109,False,11433957.0,15.16535
1063,2020-05-07,PR,state,1678,107,False,11433957.0,14.675579999999998
1064,2020-05-06,PR,state,1647,104,False,11433957.0,14.40446
1065,2020-05-05,PR,state,1608,102,False,11433957.0,14.06337
1066,2020-05-04,PR,state,1581,97,False,11433957.0,13.827229999999998
1067,2020-05-03,PR,state,1533,96,False,11433957.0,13.407429999999998
1068,2020-05-02,PR,state,1510,93,False,11433957.0,13.20628
1069,2020-05-01,PR,state,1464,92,False,11433957.0,12.80397
1070,2020-04-30,PR,state,1423,88,False,11433957.0,12.44539
1071,2020-04-29,PR,state,1364,84,False,11433957.0,11.92938
1072,2020-04-28,PR,state,1286,79,False,11433957.0,11.2472
1073,2020-04-27,PR,state,1201,77,False,11433957.0,10.5038
1074,2020-04-26,PR,state,1171,75,False,11433957.0,10.24142
1075,2020-04-25,PR,state,1155,71,False,11433957.0,10.10149
1076,2020-04-24,PR,state,1133,67,False,11433957.0,9.90908
1077,2020-04-23,PR,state,1096,62,False,11433957.0,9.58548
1078,2020-04-22,PR,state,1077,60,False,11433957.0,9.419310000000001
1079,2020-04-21,PR,state,1039,55,False,11433957.0,9.086969999999999
1080,2020-04-20,PR,state,1022,53,False,11433957.0,8.93829
1081,2020-04-19,PR,state,1002,52,False,11433957.0,8.76337
1082,2020-04-18,PR,state,960,49,False,11433957.0,8.39604
1083,2020-04-17,PR,state,887,44,False,11433957.0,7.7575899999999995
1084,2020-04-16,PR,state,845,43,False,11433957.0,7.39027
1085,2020-04-15,PR,state,816,41,False,11433957.0,7.136639999999999
1086,2020-04-14,PR,state,803,39,False,11433957.0,7.022939999999999
1087,2020-04-13,PR,state,768,33,False,11433957.0,6.71683
1088,2020-04-12,PR,state,750,31,False,11433957.0,6.559410000000001
1089,2020-04-11,PR,state,688,27,False,11433957.0,6.01716
1090,2020-04-10,PR,state,655,26,False,11433957.0,5.72855
1091,2020-04-09,PR,state,621,24,False,11433957.0,5.43119
1092,2020-04-08,PR,state,550,17,False,11433957.0,4.810230000000001
1093,2020-04-07,PR,state,511,15,False,11433957.0,4.46914
1094,2020-04-06,PR,state,466,14,False,11433957.0,4.07558
1095,2020-04-05,PR,state,445,10,False,11433957.0,3.89192
1096,2020-04-04,PR,state,401,7,False,11433957.0,3.5071
1097,2020-04-03,PR,state,307,5,False,11433957.0,2.68498
1098,2020-04-02,PR,state,258,4,False,11433957.0,2.25644
1099,2020-04-01,PR,state,229,3,False,11433957.0,2.0028099999999998
1100,2020-03-31,PR,state,185,3,False,11433957.0,1.61799
1101,2020-03-30,PR,state,160,3,False,11433957.0,1.39934
1102,2020-03-29,PR,state,152,2,False,11433957.0,1.3293700000000002
1103,2020-03-28,PR,state,137,2,False,11433957.0,1.1981899999999999
1104,2020-03-27,PR,state,125,2,False,11433957.0,1.09323
1105,2020-03-26,PR,state,106,0,False,11433957.0,0.92706
1106,2020-03-25,PR,state,97,0,False,11433957.0,0.84835
1107,2020-03-24,PR,state,70,0,False,11433957.0,0.61221
1108,2020-03-23,PR,state,60,0,False,11433957.0,0.52475
1109,2020-03-22,PR,state,54,0,False,11433957.0,0.47228000000000003
1110,2020-03-21,PR,state,43,0,False,11433957.0,0.37606999999999996
1111,2020-03-20,PR,state,36,0,False,11433957.0,0.31485
1112,2020-03-19,PR,state,23,0,False,11433957.0,0.20115999999999998
1113,2020-03-18,PR,state,14,0,False,11433957.0,0.12244000000000001
1114,2020-03-17,PR,state,12,0,False,11433957.0,0.10495
1115,2020-03-16,PR,state,6,0,False,11433957.0,0.05248
1116,2020-03-13,PR,state,6,0,False,11433957.0,0.05248
1117,2020-03-12,PR,state,6,0,False,11433957.0,0.05248
1118,2020-07-17,RO,state,29117,686,True,1777225.0,1638.3406699999998
1119,2020-07-16,RO,state,28654,677,False,1777225.0,1612.28882
1120,2020-07-15,RO,state,27917,667,False,1777225.0,1570.81968
1121,2020-07-14,RO,state,27528,663,False,1777225.0,1548.9316199999998
1122,2020-07-13,RO,state,27050,647,False,1777225.0,1522.03576
1123,2020-07-12,RO,state,26728,628,False,1777225.0,1503.91762
1124,2020-07-11,RO,state,26496,617,False,1777225.0,1490.86357
1125,2020-07-10,RO,state,26000,606,False,1777225.0,1462.95489
1126,2020-07-09,RO,state,25402,589,False,1777225.0,1429.30693
1127,2020-07-08,RO,state,25067,585,False,1777225.0,1410.45731
1128,2020-07-07,RO,state,24563,577,False,1777225.0,1382.0985
1129,2020-07-06,RO,state,23920,558,False,1777225.0,1345.9185
1130,2020-07-05,RO,state,23479,555,False,1777225.0,1321.10453
1131,2020-07-04,RO,state,22957,548,False,1777225.0,1291.7329
1132,2020-07-03,RO,state,22241,533,False,1777225.0,1251.44537
1133,2020-07-02,RO,state,21970,530,False,1777225.0,1236.19688
1134,2020-07-01,RO,state,21523,523,False,1777225.0,1211.04531
1135,2020-06-30,RO,state,21251,518,False,1777225.0,1195.74055
1136,2020-06-29,RO,state,20406,499,False,1777225.0,1148.19452
1137,2020-06-28,RO,state,19820,486,False,1777225.0,1115.22176
1138,2020-06-27,RO,state,19735,481,False,1777225.0,1110.43903
1139,2020-06-26,RO,state,19271,476,False,1777225.0,1084.33091
1140,2020-06-24,RO,state,17424,455,False,1777225.0,980.40484
1141,2020-06-23,RO,state,16499,444,False,1777225.0,928.35741
1142,2020-06-22,RO,state,15827,432,False,1777225.0,890.54565
1143,2020-06-21,RO,state,15181,417,False,1777225.0,854.19685
1144,2020-06-20,RO,state,14952,409,False,1777225.0,841.3116
1145,2020-06-19,RO,state,14353,391,False,1777225.0,807.6073700000001
1146,2020-06-18,RO,state,13804,374,False,1777225.0,776.71651
1147,2020-06-17,RO,state,13567,361,False,1777225.0,763.3811099999999
1148,2020-06-16,RO,state,13010,346,False,1777225.0,732.04012
1149,2020-06-15,RO,state,12180,332,False,1777225.0,685.3381
1150,2020-06-14,RO,state,11865,324,False,1777225.0,667.61384
1151,2020-06-13,RO,state,11632,309,False,1777225.0,654.50351
1152,2020-06-12,RO,state,11224,296,False,1777225.0,631.54637
1153,2020-06-11,RO,state,10547,293,False,1777225.0,593.45328
1154,2020-06-10,RO,state,9850,267,False,1777225.0,554.23483
1155,2020-06-09,RO,state,9220,255,False,1777225.0,518.78631
1156,2020-06-08,RO,state,8626,245,False,1777225.0,485.36342
1157,2020-06-07,RO,state,8110,235,False,1777225.0,456.32939000000005
1158,2020-06-06,RO,state,7701,228,False,1777225.0,433.31597999999997
1159,2020-06-05,RO,state,6862,213,False,1777225.0,386.10756000000003
1160,2020-06-04,RO,state,6459,194,False,1777225.0,363.43175
1161,2020-06-03,RO,state,5714,180,False,1777225.0,321.51247
1162,2020-06-02,RO,state,5477,172,False,1777225.0,308.17707
1163,2020-05-31,RO,state,4942,156,False,1777225.0,278.07396
1164,2020-05-30,RO,state,4743,151,False,1777225.0,266.87673
1165,2020-05-29,RO,state,4502,145,False,1777225.0,253.31627000000003
1166,2020-05-28,RO,state,4252,142,False,1777225.0,239.24938999999998
1167,2020-05-27,RO,state,3862,137,False,1777225.0,217.30507000000003
1168,2020-05-26,RO,state,3493,133,False,1777225.0,196.54236
1169,2020-05-25,RO,state,3268,121,False,1777225.0,183.88218
1170,2020-05-24,RO,state,3201,121,False,1777225.0,180.11225
1171,2020-05-23,RO,state,3109,115,False,1777225.0,174.93563999999998
1172,2020-05-22,RO,state,2774,106,False,1777225.0,156.08603
1173,2020-05-20,RO,state,2499,90,False,1777225.0,140.61247
1174,2020-05-19,RO,state,2413,88,False,1777225.0,135.77347
1175,2020-05-18,RO,state,2043,83,False,1777225.0,114.95448999999999
1176,2020-05-17,RO,state,1963,74,False,1777225.0,110.45308999999999
1177,2020-05-16,RO,state,1918,69,False,1777225.0,107.92106000000001
1178,2020-05-15,RO,state,1794,62,False,1777225.0,100.94389
1179,2020-05-14,RO,state,1686,56,False,1777225.0,94.867
1180,2020-05-13,RO,state,1612,50,False,1777225.0,90.7032
1181,2020-05-12,RO,state,1460,50,False,1777225.0,82.15054
1182,2020-05-11,RO,state,1398,47,False,1777225.0,78.66196
1183,2020-05-10,RO,state,1302,43,False,1777225.0,73.26028000000001
1184,2020-05-09,RO,state,1263,41,False,1777225.0,71.06585
1185,2020-05-08,RO,state,1222,39,False,1777225.0,68.75888
1186,2020-05-07,RO,state,1098,37,False,1777225.0,61.78171
1187,2020-05-06,RO,state,943,33,False,1777225.0,53.06025
1188,2020-05-05,RO,state,861,29,False,1777225.0,48.44631
1189,2020-05-04,RO,state,756,25,False,1777225.0,42.53823
1190,2020-05-03,RO,state,705,24,False,1777225.0,39.66858
1191,2020-05-02,RO,state,654,23,False,1777225.0,36.79894
1192,2020-05-01,RO,state,585,18,False,1777225.0,32.91648
1193,2020-04-30,RO,state,502,16,False,1777225.0,28.24628
1194,2020-04-29,RO,state,433,15,False,1777225.0,24.36383
1195,2020-04-28,RO,state,413,11,False,1777225.0,23.23848
1196,2020-04-27,RO,state,393,10,False,1777225.0,22.113129999999998
1197,2020-04-26,RO,state,364,10,False,1777225.0,20.481370000000002
1198,2020-04-25,RO,state,328,7,False,1777225.0,18.45574
1199,2020-04-24,RO,state,290,6,False,1777225.0,16.31757
1200,2020-04-23,RO,state,250,5,False,1777225.0,14.066870000000002
1201,2020-04-21,RO,state,223,5,False,1777225.0,12.54765
1202,2020-04-20,RO,state,199,4,False,1777225.0,11.197230000000001
1203,2020-04-19,RO,state,160,4,False,1777225.0,9.0028
1204,2020-04-18,RO,state,128,4,False,1777225.0,7.20224
1205,2020-04-17,RO,state,110,3,False,1777225.0,6.18942
1206,2020-04-16,RO,state,92,3,False,1777225.0,5.17661
1207,2020-04-15,RO,state,73,2,False,1777225.0,4.107530000000001
1208,2020-04-14,RO,state,69,2,False,1777225.0,3.88246
1209,2020-04-12,RO,state,42,2,False,1777225.0,2.3632299999999997
1210,2020-04-11,RO,state,34,2,False,1777225.0,1.9130900000000002
1211,2020-04-10,RO,state,32,2,False,1777225.0,1.80056
1212,2020-04-09,RO,state,28,2,False,1777225.0,1.57549
1213,2020-04-08,RO,state,26,1,False,1777225.0,1.46295
1214,2020-04-07,RO,state,23,1,False,1777225.0,1.29415
1215,2020-04-06,RO,state,18,1,False,1777225.0,1.01281
1216,2020-04-05,RO,state,14,1,False,1777225.0,0.78774
1217,2020-04-04,RO,state,11,1,False,1777225.0,0.6189399999999999
1218,2020-04-03,RO,state,10,1,False,1777225.0,0.56267
1219,2020-04-02,RO,state,10,1,False,1777225.0,0.56267
1220,2020-04-01,RO,state,9,1,False,1777225.0,0.50641
1221,2020-03-31,RO,state,9,1,False,1777225.0,0.50641
1222,2020-03-30,RO,state,8,1,False,1777225.0,0.45014
1223,2020-03-29,RO,state,6,0,False,1777225.0,0.3376
1224,2020-03-28,RO,state,6,0,False,1777225.0,0.3376
1225,2020-03-27,RO,state,6,0,False,1777225.0,0.3376
1226,2020-03-26,RO,state,6,0,False,1777225.0,0.3376
1227,2020-03-25,RO,state,5,0,False,1777225.0,0.28134000000000003
1228,2020-03-24,RO,state,5,0,False,1777225.0,0.28134000000000003
1229,2020-03-22,RO,state,3,0,False,1777225.0,0.1688
1230,2020-03-21,RO,state,3,0,False,1777225.0,0.1688
1231,2020-03-20,RO,state,1,0,False,1777225.0,0.05627000000000001
1232,2020-07-18,PI,state,39297,1100,True,3273227.0,1200.55835
1233,2020-07-17,PI,state,38568,1083,False,3273227.0,1178.28675
1234,2020-07-16,PI,state,37057,1065,False,3273227.0,1132.12435
1235,2020-07-15,PI,state,36542,1043,False,3273227.0,1116.39064
1236,2020-07-14,PI,state,35445,1019,False,3273227.0,1082.8763199999999
1237,2020-07-13,PI,state,34156,992,False,3273227.0,1043.49622
1238,2020-07-12,PI,state,33359,960,False,3273227.0,1019.14716
1239,2020-07-11,PI,state,32963,936,False,3273227.0,1007.04901
1240,2020-07-10,PI,state,32465,914,False,3273227.0,991.83466
1241,2020-07-09,PI,state,31269,896,False,3273227.0,955.2958
1242,2020-07-08,PI,state,29745,884,False,3273227.0,908.7362400000001
1243,2020-07-07,PI,state,28411,858,False,3273227.0,867.98135
1244,2020-07-06,PI,state,27514,834,False,3273227.0,840.5772
1245,2020-07-05,PI,state,26511,809,False,3273227.0,809.93466
1246,2020-07-04,PI,state,26079,784,False,3273227.0,796.73668
1247,2020-07-03,PI,state,25561,762,False,3273227.0,780.91131
1248,2020-07-02,PI,state,24376,726,False,3273227.0,744.7085099999999
1249,2020-07-01,PI,state,23307,697,False,3273227.0,712.0496099999999
1250,2020-06-30,PI,state,22059,686,False,3273227.0,673.9221
1251,2020-06-29,PI,state,20422,663,False,3273227.0,623.91029
1252,2020-06-28,PI,state,19753,643,False,3273227.0,603.4717400000001
1253,2020-06-27,PI,state,19158,615,False,3273227.0,585.29396
1254,2020-06-26,PI,state,18665,592,False,3273227.0,570.2323700000001
1255,2020-06-25,PI,state,18023,574,False,3273227.0,550.6187
1256,2020-06-24,PI,state,17080,546,False,3273227.0,521.80921
1257,2020-06-23,PI,state,16227,534,False,3273227.0,495.7493
1258,2020-06-22,PI,state,15269,517,False,3273227.0,466.48155
1259,2020-06-21,PI,state,14476,502,False,3273227.0,442.25469000000004
1260,2020-06-20,PI,state,14264,485,False,3273227.0,435.7779
1261,2020-06-19,PI,state,13813,459,False,3273227.0,421.99945
1262,2020-06-18,PI,state,12567,435,False,3273227.0,383.93304
1263,2020-06-17,PI,state,12099,421,False,3273227.0,369.63523
1264,2020-06-16,PI,state,11559,398,False,3273227.0,353.13774
1265,2020-06-15,PI,state,10881,393,False,3273227.0,332.42424
1266,2020-06-14,PI,state,10357,374,False,3273227.0,316.41557
1267,2020-06-13,PI,state,10153,360,False,3273227.0,310.18318999999997
1268,2020-06-12,PI,state,9825,335,False,3273227.0,300.1625
1269,2020-06-11,PI,state,9337,317,False,3273227.0,285.25367
1270,2020-06-10,PI,state,8823,299,False,3273227.0,269.55051000000003
1271,2020-06-09,PI,state,8359,283,False,3273227.0,255.37489
1272,2020-06-08,PI,state,7927,265,False,3273227.0,242.17691000000002
1273,2020-06-07,PI,state,7621,254,False,3273227.0,232.82834
1274,2020-06-06,PI,state,7478,239,False,3273227.0,228.45956
1275,2020-06-05,PI,state,7105,224,False,3273227.0,217.06408
1276,2020-06-04,PI,state,6717,217,False,3273227.0,205.21033
1277,2020-06-03,PI,state,6064,202,False,3273227.0,185.2606
1278,2020-06-02,PI,state,5828,192,False,3273227.0,178.05059
1279,2020-06-01,PI,state,5506,180,False,3273227.0,168.2132
1280,2020-05-31,PI,state,5119,168,False,3273227.0,156.39001000000002
1281,2020-05-30,PI,state,4931,161,False,3273227.0,150.64643999999998
1282,2020-05-29,PI,state,4745,157,False,3273227.0,144.96398
1283,2020-05-28,PI,state,4503,146,False,3273227.0,137.57066
1284,2020-05-27,PI,state,4243,138,False,3273227.0,129.62743
1285,2020-05-26,PI,state,3966,134,False,3273227.0,121.16483000000001
1286,2020-05-25,PI,state,3720,119,False,3273227.0,113.64931000000001
1287,2020-05-24,PI,state,3550,110,False,3273227.0,108.45566000000001
1288,2020-05-23,PI,state,3390,107,False,3273227.0,103.56752
1289,2020-05-22,PI,state,3258,99,False,3273227.0,99.5348
1290,2020-05-21,PI,state,3074,93,False,3273227.0,93.91344000000001
1291,2020-05-20,PI,state,2852,91,False,3273227.0,87.13114
1292,2020-05-19,PI,state,2637,87,False,3273227.0,80.5627
1293,2020-05-18,PI,state,2440,85,False,3273227.0,74.54417
1294,2020-05-17,PI,state,2287,80,False,3273227.0,69.86989
1295,2020-05-16,PI,state,2252,72,False,3273227.0,68.80060999999999
1296,2020-05-15,PI,state,2085,65,False,3273227.0,63.698609999999995
