,date,state,city,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
1606,2020-05-24,PE,Abreu e Lima,265,24,True,99990.0,265.0265
1607,2020-05-24,PE,Afogados da Ingazeira,6,0,True,37259.0,16.10349
1608,2020-05-24,PE,Afrânio,4,0,True,19635.0,20.37179
1609,2020-05-24,PE,Agrestina,18,4,True,24885.0,72.33273
1610,2020-05-24,PE,Água Preta,132,11,True,36771.0,358.97854
1611,2020-05-24,PE,Águas Belas,114,5,True,43443.0,262.41282
1612,2020-05-24,PE,Alagoinha,6,0,True,14636.0,40.99481
1613,2020-05-24,PE,Aliança,46,12,True,38386.0,119.83536000000001
1614,2020-05-24,PE,Altinho,13,0,True,22972.0,56.590630000000004
1615,2020-05-24,PE,Amaraji,28,7,True,22829.0,122.65101000000001
1616,2020-05-24,PE,Araçoiaba,26,3,True,20524.0,126.68096000000001
1617,2020-05-24,PE,Araripina,27,2,True,84418.0,31.9837
1618,2020-05-24,PE,Arcoverde,82,11,True,74338.0,110.30698000000001
1619,2020-05-24,PE,Barra de Guabiraba,11,1,True,14385.0,76.46854
1620,2020-05-24,PE,Barreiros,81,6,True,42659.0,189.87787
1621,2020-05-24,PE,Belém de Maria,0,0,True,12073.0,
1622,2020-05-24,PE,Belém do São Francisco,2,0,True,20729.0,9.64832
1623,2020-05-24,PE,Belo Jardim,26,1,True,76439.0,34.01405
1624,2020-05-24,PE,Betânia,4,1,True,12719.0,31.449009999999998
1625,2020-05-24,PE,Bezerros,30,1,True,60798.0,49.34373
1626,2020-05-24,PE,Bodocó,3,0,True,38146.0,7.86452
1627,2020-05-24,PE,Bom Conselho,54,1,True,48554.0,111.21638
1628,2020-05-24,PE,Bom Jardim,26,8,True,39184.0,66.35361
1629,2020-05-24,PE,Bonito,25,5,True,38134.0,65.55829
1630,2020-05-24,PE,Brejo da Madre de Deus,42,1,True,50742.0,82.77167
1631,2020-05-24,PE,Buenos Aires,11,2,True,13155.0,83.6184
1632,2020-05-24,PE,Buíque,7,0,True,58378.0,11.99082
1633,2020-05-24,PE,Cabo de Santo Agostinho,489,70,True,207048.0,236.17712000000003
1634,2020-05-24,PE,Cabrobó,3,1,True,34221.0,8.76655
1635,2020-05-24,PE,Cachoeirinha,24,1,True,20380.0,117.76251
1636,2020-05-24,PE,Caetés,23,2,True,28739.0,80.03062
1637,2020-05-24,PE,Calçado,1,0,True,11053.0,9.04732
1638,2020-05-24,PE,Camaragibe,771,55,True,157828.0,488.50647999999995
1639,2020-05-24,PE,Camocim de São Félix,21,0,True,18765.0,111.91046999999999
1640,2020-05-24,PE,Camutanga,14,3,True,8551.0,163.72353999999999
1641,2020-05-24,PE,Canhotinho,4,1,True,24804.0,16.12643
1642,2020-05-24,PE,Capoeiras,7,1,True,20048.0,34.9162
1643,2020-05-24,PE,Carnaíba,8,4,True,19551.0,40.918620000000004
1644,2020-05-24,PE,Carnaubeira da Penha,3,1,True,12932.0,23.19827
1645,2020-05-24,PE,Carpina,79,12,True,83641.0,94.45129
1646,2020-05-24,PE,Caruaru,242,21,True,361118.0,67.01411
1647,2020-05-24,PE,Casinhas,4,0,True,14341.0,27.892059999999997
1648,2020-05-24,PE,Catende,53,7,True,42892.0,123.56617
1649,2020-05-24,PE,Cedro,2,0,True,11807.0,16.9391
1650,2020-05-24,PE,Chã de Alegria,44,3,True,13518.0,325.49194
1651,2020-05-24,PE,Chã Grande,65,5,True,21698.0,299.56678
1652,2020-05-24,PE,Condado,56,10,True,26421.0,211.95261000000002
1653,2020-05-24,PE,Correntes,4,1,True,18207.0,21.96957
1654,2020-05-24,PE,Cortês,18,3,True,12578.0,143.10701
1655,2020-05-24,PE,Cumaru,18,0,True,10906.0,165.04676
1656,2020-05-24,PE,Cupira,23,1,True,24107.0,95.40796999999999
