"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2020.2819",679,663.689661252531,694.310338747469,655.584857493896,702.415142506104
"2020.2846",685,650.765041802111,719.234958197889,632.642149653508,737.357850346492
"2020.2873",691,633.713957931522,748.286042068478,603.388559079673,778.611440920327
"2020.2901",697,613.141821049659,780.858178950341,568.74998262209,825.25001737791
"2020.2928",703,589.4554889441,816.5445110559,529.348655571106,876.651344428894
"2020.2956",709,562.948676818167,855.051323181833,485.633776566636,932.366223433364
