,date,state,city,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
1314,2020-05-12,PE,Abreu e Lima,129,5,True,99990.0,129.0129
1315,2020-05-12,PE,Afogados da Ingazeira,3,0,True,37259.0,8.05175
1316,2020-05-12,PE,Afrânio,1,0,True,19635.0,5.09295
1317,2020-05-12,PE,Agrestina,3,2,True,24885.0,12.05546
1318,2020-05-12,PE,Água Preta,17,5,True,36771.0,46.23209
1319,2020-05-12,PE,Águas Belas,12,0,True,43443.0,27.6224
1320,2020-05-12,PE,Alagoinha,2,0,True,14636.0,13.66494
1321,2020-05-12,PE,Aliança,15,7,True,38386.0,39.07675
1322,2020-05-12,PE,Altinho,5,0,True,22972.0,21.765629999999998
1323,2020-05-12,PE,Amaraji,10,3,True,22829.0,43.80393
1324,2020-05-12,PE,Araçoiaba,10,2,True,20524.0,48.72345
1325,2020-05-12,PE,Araripina,7,0,True,84418.0,8.292069999999999
1326,2020-05-12,PE,Arcoverde,34,7,True,74338.0,45.73704
1327,2020-05-12,PE,Barreiros,7,1,True,42659.0,16.4092
1328,2020-05-12,PE,Belém de Maria,0,0,True,12073.0,
1329,2020-05-12,PE,Belo Jardim,10,1,True,76439.0,13.08233
1330,2020-05-12,PE,Betânia,4,1,True,12719.0,31.449009999999998
1331,2020-05-12,PE,Bezerros,5,0,True,60798.0,8.22395
1332,2020-05-12,PE,Bom Conselho,3,1,True,48554.0,6.1786900000000005
1333,2020-05-12,PE,Bom Jardim,13,5,True,39184.0,33.176809999999996
1334,2020-05-12,PE,Bonito,7,3,True,38134.0,18.35632
1335,2020-05-12,PE,Brejo da Madre de Deus,1,0,True,50742.0,1.97075
1336,2020-05-12,PE,Buenos Aires,3,1,True,13155.0,22.805020000000003
1337,2020-05-12,PE,Buíque,2,0,True,58378.0,3.42595
1338,2020-05-12,PE,Cabo de Santo Agostinho,209,37,True,207048.0,100.94278
1339,2020-05-12,PE,Cabrobó,1,0,True,34221.0,2.92218
1340,2020-05-12,PE,Cachoeirinha,8,0,True,20380.0,39.25417
1341,2020-05-12,PE,Caetés,8,0,True,28739.0,27.836740000000002
1342,2020-05-12,PE,Camaragibe,404,28,True,157828.0,255.97486
1343,2020-05-12,PE,Camocim de São Félix,5,0,True,18765.0,26.64535
1344,2020-05-12,PE,Camutanga,1,1,True,8551.0,11.69454
1345,2020-05-12,PE,Capoeiras,3,1,True,20048.0,14.964089999999999
1346,2020-05-12,PE,Carnaíba,3,2,True,19551.0,15.344479999999999
1347,2020-05-12,PE,Carnaubeira da Penha,1,0,True,12932.0,7.732760000000001
1348,2020-05-12,PE,Carpina,29,4,True,83641.0,34.67199
1349,2020-05-12,PE,Caruaru,64,8,True,361118.0,17.722739999999998
1350,2020-05-12,PE,Catende,9,2,True,42892.0,20.98293
1351,2020-05-12,PE,Cedro,1,0,True,11807.0,8.46955
1352,2020-05-12,PE,Chã de Alegria,25,1,True,13518.0,184.9386
1353,2020-05-12,PE,Chã Grande,33,3,True,21698.0,152.08775
1354,2020-05-12,PE,Condado,18,1,True,26421.0,68.12763000000001
1355,2020-05-12,PE,Correntes,2,1,True,18207.0,10.98479
1356,2020-05-12,PE,Cortês,5,1,True,12578.0,39.75195
1357,2020-05-12,PE,Cumaru,7,0,True,10906.0,64.18485
1358,2020-05-12,PE,Cupira,3,1,True,24107.0,12.444519999999999
1359,2020-05-12,PE,Custódia,16,2,True,37111.0,43.1139
1360,2020-05-12,PE,Escada,25,2,True,68875.0,36.29764
1361,2020-05-12,PE,Feira Nova,10,1,True,22131.0,45.18549
1362,2020-05-12,PE,Fernando de Noronha,28,0,True,3061.0,914.73375
1363,2020-05-12,PE,Ferreiros,10,2,True,12123.0,82.48783
1364,2020-05-12,PE,Flores,0,0,True,22624.0,
1365,2020-05-12,PE,Floresta,4,2,True,32873.0,12.16804
1366,2020-05-12,PE,Frei Miguelinho,16,3,True,15457.0,103.51297
1367,2020-05-12,PE,Gameleira,4,2,True,31052.0,12.88162
1368,2020-05-12,PE,Garanhuns,24,4,True,139788.0,17.168860000000002
1369,2020-05-12,PE,Glória do Goitá,23,9,True,30604.0,75.15357
1370,2020-05-12,PE,Goiana,66,9,True,79758.0,82.75032
1371,2020-05-12,PE,Granito,1,0,True,7486.0,13.358270000000001
1372,2020-05-12,PE,Gravatá,20,2,True,84074.0,23.78857
1373,2020-05-12,PE,Ibimirim,10,4,True,29235.0,34.20558
1374,2020-05-12,PE,Ibirajuba,1,0,True,7762.0,12.883280000000001
1375,2020-05-12,PE,Igarassu,121,16,True,117019.0,103.40201
1376,2020-05-12,PE,Iguaracy,3,0,True,12228.0,24.53386
1377,2020-05-12,PE,Ilha de Itamaracá,21,0,True,26258.0,79.97563000000001
1378,2020-05-12,PE,Importados/Indefinidos,22,3,True,,
1379,2020-05-12,PE,Inajá,1,0,True,23247.0,4.30163
1380,2020-05-12,PE,Ipojuca,61,6,True,96204.0,63.40693
1381,2020-05-12,PE,Ipubi,10,1,True,30854.0,32.410709999999995
1382,2020-05-12,PE,Itaíba,1,0,True,26349.0,3.79521
1383,2020-05-12,PE,Itambé,4,1,True,36447.0,10.974839999999999
1384,2020-05-12,PE,Itapetim,3,1,True,13616.0,22.0329
1385,2020-05-12,PE,Itapissuma,25,4,True,26651.0,93.80511
1386,2020-05-12,PE,Itaquitinga,9,2,True,16955.0,53.08169
1387,2020-05-12,PE,Jaboatão dos Guararapes,1150,109,True,702298.0,163.74815
1388,2020-05-12,PE,Jaqueira,5,2,True,11656.0,42.896359999999994
1389,2020-05-12,PE,Jataúba,7,1,True,17150.0,40.81633
1390,2020-05-12,PE,Jatobá,2,0,True,14796.0,13.517170000000002
1391,2020-05-12,PE,João Alfredo,8,0,True,33822.0,23.65324
1392,2020-05-12,PE,Joaquim Nabuco,2,0,True,16023.0,12.48206
1393,2020-05-12,PE,Jucati,2,0,True,11424.0,17.507
1394,2020-05-12,PE,Jupi,2,0,True,14836.0,13.480720000000002
1395,2020-05-12,PE,Jurema,5,0,True,15378.0,32.51398
1396,2020-05-12,PE,Lagoa de Itaenga,6,1,True,21429.0,27.999440000000003
1397,2020-05-12,PE,Lagoa do Carro,18,2,True,18071.0,99.60710999999999
1398,2020-05-12,PE,Lagoa do Ouro,1,0,True,13145.0,7.6074600000000006
1399,2020-05-12,PE,Lagoa dos Gatos,3,2,True,16290.0,18.41621
1400,2020-05-12,PE,Lajedo,3,1,True,40288.0,7.446389999999999
1401,2020-05-12,PE,Limoeiro,26,6,True,56250.0,46.22222
1402,2020-05-12,PE,Macaparana,7,2,True,25376.0,27.58512
1403,2020-05-12,PE,Machados,5,1,True,16088.0,31.07907
1404,2020-05-12,PE,Maraial,1,1,True,11345.0,8.81446
1405,2020-05-12,PE,Moreno,51,5,True,62784.0,81.23089
1406,2020-05-12,PE,Nazaré da Mata,18,2,True,32471.0,55.43408
1407,2020-05-12,PE,Olinda,1163,77,True,392482.0,296.31932
1408,2020-05-12,PE,Orobó,1,0,True,23884.0,4.1869
1409,2020-05-12,PE,Orocó,1,0,True,14991.0,6.670669999999999
1410,2020-05-12,PE,Ouricuri,9,1,True,69459.0,12.95728
1411,2020-05-12,PE,Palmares,27,4,True,63250.0,42.68775
1412,2020-05-12,PE,Panelas,5,1,True,26474.0,18.88645
1413,2020-05-12,PE,Passira,21,0,True,28933.0,72.58148
1414,2020-05-12,PE,Paudalho,59,8,True,56506.0,104.41369
1415,2020-05-12,PE,Paulista,799,54,True,331774.0,240.82658999999998
1416,2020-05-12,PE,Pedra,10,0,True,22617.0,44.214529999999996
1417,2020-05-12,PE,Pesqueira,10,0,True,67395.0,14.8379
1418,2020-05-12,PE,Petrolândia,3,0,True,36548.0,8.20838
1419,2020-05-12,PE,Petrolina,67,1,True,349145.0,19.189729999999997
1420,2020-05-12,PE,Poção,3,0,True,11302.0,26.54397
1421,2020-05-12,PE,Pombos,49,3,True,27091.0,180.87188
1422,2020-05-12,PE,Primavera,7,0,True,14966.0,46.77268
1423,2020-05-12,PE,Quipapá,1,0,True,26037.0,3.84069
1424,2020-05-12,PE,Quixaba,3,1,True,6813.0,44.03347
1425,2020-05-12,PE,Recife,6581,385,True,1645727.0,399.88406000000003
1426,2020-05-12,PE,Ribeirão,17,4,True,47415.0,35.853629999999995
1427,2020-05-12,PE,Rio Formoso,6,1,True,23535.0,25.49395
1428,2020-05-12,PE,Sairé,1,1,True,9932.0,10.06847
1429,2020-05-12,PE,Salgueiro,26,3,True,60930.0,42.67192
1430,2020-05-12,PE,Sanharó,2,0,True,26462.0,7.55801
1431,2020-05-12,PE,Santa Cruz,1,0,True,15398.0,6.49435
1432,2020-05-12,PE,Santa Cruz do Capibaribe,11,0,True,107937.0,10.191130000000001
1433,2020-05-12,PE,Santa Maria da Boa Vista,1,0,True,41931.0,2.3848700000000003
1434,2020-05-12,PE,Santa Maria do Cambucá,1,0,True,14137.0,7.073639999999999
1435,2020-05-12,PE,São Benedito do Sul,1,0,True,15895.0,6.29129
1436,2020-05-12,PE,São Bento do Una,6,0,True,59504.0,10.08336
1437,2020-05-12,PE,São Caitano,17,0,True,37245.0,45.64371
1438,2020-05-12,PE,São João,2,0,True,22793.0,8.77462
1439,2020-05-12,PE,São Joaquim do Monte,3,0,True,21356.0,14.04757
1440,2020-05-12,PE,São José da Coroa Grande,18,2,True,21298.0,84.51498000000001
1441,2020-05-12,PE,São José do Belmonte,1,0,True,33959.0,2.94473
1442,2020-05-12,PE,São José do Egito,5,0,True,33951.0,14.72711
1443,2020-05-12,PE,São Lourenço da Mata,235,33,True,113230.0,207.54217
1444,2020-05-12,PE,São Vicente Ferrer,2,0,True,18018.0,11.100010000000001
1445,2020-05-12,PE,Serra Talhada,17,0,True,86350.0,19.68732
1446,2020-05-12,PE,Sertânia,11,2,True,35907.0,30.6347
1447,2020-05-12,PE,Sirinhaém,14,2,True,45865.0,30.524359999999998
1448,2020-05-12,PE,Surubim,6,1,True,65089.0,9.21815
1449,2020-05-12,PE,Tabira,4,2,True,28534.0,14.018360000000001
1450,2020-05-12,PE,Tamandaré,9,1,True,23388.0,38.48127
1451,2020-05-12,PE,Taquaritinga do Norte,1,1,True,28775.0,3.4752400000000003
1452,2020-05-12,PE,Terra Nova,1,1,True,10096.0,9.904910000000001
1453,2020-05-12,PE,Timbaúba,25,7,True,53022.0,47.150240000000004
1454,2020-05-12,PE,Toritama,1,0,True,45219.0,2.2114599999999998
1455,2020-05-12,PE,Tracunhaém,2,0,True,13769.0,14.525379999999998
1456,2020-05-12,PE,Trindade,10,2,True,30521.0,32.76433
1457,2020-05-12,PE,Triunfo,5,1,True,15254.0,32.778290000000005
1458,2020-05-12,PE,Tupanatinga,5,0,True,27304.0,18.31234
