,date,state,city,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
604,2020-05-07,PE,Abreu e Lima,87,4,True,99990.0,87.0087
605,2020-05-07,PE,Afogados da Ingazeira,2,0,True,37259.0,5.3678300000000005
606,2020-05-07,PE,Afrânio,1,0,True,19635.0,5.09295
607,2020-05-07,PE,Agrestina,1,1,True,24885.0,4.01849
608,2020-05-07,PE,Água Preta,8,4,True,36771.0,21.75628
609,2020-05-07,PE,Águas Belas,3,0,True,43443.0,6.9056
610,2020-05-07,PE,Alagoinha,2,0,True,14636.0,13.66494
611,2020-05-07,PE,Aliança,11,5,True,38386.0,28.65628
612,2020-05-07,PE,Altinho,2,0,True,22972.0,8.70625
613,2020-05-07,PE,Amaraji,7,3,True,22829.0,30.66275
614,2020-05-07,PE,Araçoiaba,9,2,True,20524.0,43.8511
615,2020-05-07,PE,Araripina,1,0,True,84418.0,1.18458
616,2020-05-07,PE,Arcoverde,27,4,True,74338.0,36.32059
617,2020-05-07,PE,Barreiros,1,0,True,42659.0,2.34417
618,2020-05-07,PE,Belo Jardim,9,1,True,76439.0,11.77409
619,2020-05-07,PE,Betânia,4,0,True,12719.0,31.449009999999998
620,2020-05-07,PE,Bezerros,2,0,True,60798.0,3.2895800000000004
621,2020-05-07,PE,Bom Conselho,2,1,True,48554.0,4.11913
622,2020-05-07,PE,Bom Jardim,10,5,True,39184.0,25.52062
623,2020-05-07,PE,Bonito,5,3,True,38134.0,13.11166
624,2020-05-07,PE,Brejo da Madre de Deus,1,0,True,50742.0,1.97075
625,2020-05-07,PE,Buenos Aires,1,0,True,13155.0,7.6016699999999995
626,2020-05-07,PE,Buíque,1,0,True,58378.0,1.71297
627,2020-05-07,PE,Cabo de Santo Agostinho,133,19,True,207048.0,64.23631
628,2020-05-07,PE,Cabrobó,1,0,True,34221.0,2.92218
629,2020-05-07,PE,Cachoeirinha,8,0,True,20380.0,39.25417
630,2020-05-07,PE,Caetés,6,0,True,28739.0,20.87755
631,2020-05-07,PE,Camaragibe,297,22,True,157828.0,188.17954
632,2020-05-07,PE,Camocim de São Félix,3,0,True,18765.0,15.987210000000001
633,2020-05-07,PE,Capoeiras,2,0,True,20048.0,9.97606
634,2020-05-07,PE,Carnaíba,2,2,True,19551.0,10.22966
635,2020-05-07,PE,Carnaubeira da Penha,1,0,True,12932.0,7.732760000000001
636,2020-05-07,PE,Carpina,20,2,True,83641.0,23.911720000000003
637,2020-05-07,PE,Caruaru,41,7,True,361118.0,11.35363
638,2020-05-07,PE,Catende,6,2,True,42892.0,13.988620000000001
639,2020-05-07,PE,Cedro,1,0,True,11807.0,8.46955
640,2020-05-07,PE,Chã de Alegria,12,1,True,13518.0,88.77053000000001
641,2020-05-07,PE,Chã Grande,20,1,True,21698.0,92.17439
642,2020-05-07,PE,Condado,11,1,True,26421.0,41.63355
643,2020-05-07,PE,Correntes,2,0,True,18207.0,10.98479
644,2020-05-07,PE,Cortês,4,1,True,12578.0,31.80156
645,2020-05-07,PE,Cumaru,0,0,True,10906.0,
646,2020-05-07,PE,Cupira,2,0,True,24107.0,8.29635
647,2020-05-07,PE,Custódia,10,2,True,37111.0,26.94619
648,2020-05-07,PE,Escada,12,1,True,68875.0,17.42287
649,2020-05-07,PE,Feira Nova,6,0,True,22131.0,27.111290000000004
650,2020-05-07,PE,Fernando de Noronha,28,0,True,3061.0,914.73375
651,2020-05-07,PE,Ferreiros,3,0,True,12123.0,24.74635
652,2020-05-07,PE,Flores,1,0,True,22624.0,4.4200800000000005
653,2020-05-07,PE,Floresta,1,0,True,32873.0,3.04201
654,2020-05-07,PE,Frei Miguelinho,6,2,True,15457.0,38.81736
655,2020-05-07,PE,Gameleira,1,1,True,31052.0,3.2204
656,2020-05-07,PE,Garanhuns,16,3,True,139788.0,11.4459
657,2020-05-07,PE,Glória do Goitá,17,4,True,30604.0,55.54829
658,2020-05-07,PE,Goiana,42,6,True,79758.0,52.659290000000006
659,2020-05-07,PE,Granito,1,0,True,7486.0,13.358270000000001
660,2020-05-07,PE,Gravatá,14,1,True,84074.0,16.652
661,2020-05-07,PE,Ibimirim,6,2,True,29235.0,20.52335
662,2020-05-07,PE,Ibirajuba,1,0,True,7762.0,12.883280000000001
663,2020-05-07,PE,Igarassu,102,10,True,117019.0,87.16533000000001
664,2020-05-07,PE,Iguaracy,2,0,True,12228.0,16.3559
665,2020-05-07,PE,Ilha de Itamaracá,15,0,True,26258.0,57.12545
666,2020-05-07,PE,Importados/Indefinidos,481,61,True,,
667,2020-05-07,PE,Inajá,1,0,True,23247.0,4.30163
668,2020-05-07,PE,Ipojuca,35,4,True,96204.0,36.38102
669,2020-05-07,PE,Ipubi,9,0,True,30854.0,29.16964
670,2020-05-07,PE,Itambé,1,0,True,36447.0,2.7437099999999996
671,2020-05-07,PE,Itapetim,2,1,True,13616.0,14.6886
672,2020-05-07,PE,Itapissuma,9,2,True,26651.0,33.76984
673,2020-05-07,PE,Itaquitinga,6,1,True,16955.0,35.38779
674,2020-05-07,PE,Jaboatão dos Guararapes,753,76,True,702298.0,107.21943999999999
675,2020-05-07,PE,Jaqueira,1,0,True,11656.0,8.57927
676,2020-05-07,PE,Jataúba,1,1,True,17150.0,5.8309
677,2020-05-07,PE,Jatobá,2,0,True,14796.0,13.517170000000002
678,2020-05-07,PE,João Alfredo,7,0,True,33822.0,20.69659
679,2020-05-07,PE,Joaquim Nabuco,2,0,True,16023.0,12.48206
680,2020-05-07,PE,Jucati,1,0,True,11424.0,8.7535
681,2020-05-07,PE,Jupi,1,0,True,14836.0,6.740360000000001
682,2020-05-07,PE,Jurema,3,0,True,15378.0,19.50839
683,2020-05-07,PE,Lagoa de Itaenga,3,1,True,21429.0,13.999720000000002
684,2020-05-07,PE,Lagoa do Carro,17,2,True,18071.0,94.07338
685,2020-05-07,PE,Lagoa do Ouro,1,0,True,13145.0,7.6074600000000006
686,2020-05-07,PE,Lagoa dos Gatos,2,1,True,16290.0,12.27747
687,2020-05-07,PE,Lajedo,3,1,True,40288.0,7.446389999999999
688,2020-05-07,PE,Limoeiro,23,5,True,56250.0,40.88889
689,2020-05-07,PE,Macaparana,6,2,True,25376.0,23.644389999999998
690,2020-05-07,PE,Machados,5,1,True,16088.0,31.07907
691,2020-05-07,PE,Moreno,42,3,True,62784.0,66.89602
692,2020-05-07,PE,Nazaré da Mata,12,1,True,32471.0,36.95605
693,2020-05-07,PE,Olinda,830,57,True,392482.0,211.47467000000003
694,2020-05-07,PE,Orobó,1,0,True,23884.0,4.1869
695,2020-05-07,PE,Orocó,1,0,True,14991.0,6.670669999999999
696,2020-05-07,PE,Ouricuri,4,0,True,69459.0,5.75879
697,2020-05-07,PE,Palmares,16,3,True,63250.0,25.29644
698,2020-05-07,PE,Panelas,2,1,True,26474.0,7.5545800000000005
699,2020-05-07,PE,Passira,16,0,True,28933.0,55.300180000000005
700,2020-05-07,PE,Paudalho,47,7,True,56506.0,83.17701
701,2020-05-07,PE,Paulista,585,34,True,331774.0,176.32485
702,2020-05-07,PE,Pedra,8,0,True,22617.0,35.37162
703,2020-05-07,PE,Pesqueira,7,0,True,67395.0,10.38653
704,2020-05-07,PE,Petrolândia,2,0,True,36548.0,5.4722599999999995
705,2020-05-07,PE,Petrolina,23,0,True,349145.0,6.58752
706,2020-05-07,PE,Poção,1,0,True,11302.0,8.84799
707,2020-05-07,PE,Pombos,33,2,True,27091.0,121.81166999999999
708,2020-05-07,PE,Primavera,3,0,True,14966.0,20.04544
709,2020-05-07,PE,Quipapá,1,0,True,26037.0,3.84069
710,2020-05-07,PE,Quixaba,1,1,True,6813.0,14.67782
711,2020-05-07,PE,Recife,4807,295,True,1645727.0,292.08976
712,2020-05-07,PE,Ribeirão,7,2,True,47415.0,14.76326
713,2020-05-07,PE,Rio Formoso,4,0,True,23535.0,16.99596
714,2020-05-07,PE,Sairé,1,1,True,9932.0,10.06847
715,2020-05-07,PE,Salgueiro,17,1,True,60930.0,27.90087
716,2020-05-07,PE,Sanharó,2,0,True,26462.0,7.55801
717,2020-05-07,PE,Santa Cruz do Capibaribe,4,0,True,107937.0,3.7058699999999996
718,2020-05-07,PE,Santa Maria da Boa Vista,1,0,True,41931.0,2.3848700000000003
719,2020-05-07,PE,Santa Maria do Cambucá,1,0,True,14137.0,7.073639999999999
720,2020-05-07,PE,São Bento do Una,5,0,True,59504.0,8.4028
721,2020-05-07,PE,São Caitano,16,0,True,37245.0,42.95879
722,2020-05-07,PE,São João,2,0,True,22793.0,8.77462
723,2020-05-07,PE,São Joaquim do Monte,1,0,True,21356.0,4.682519999999999
724,2020-05-07,PE,São José da Coroa Grande,16,1,True,21298.0,75.12442
725,2020-05-07,PE,São José do Belmonte,1,0,True,33959.0,2.94473
726,2020-05-07,PE,São José do Egito,2,0,True,33951.0,5.89084
727,2020-05-07,PE,São Lourenço da Mata,183,30,True,113230.0,161.61795
728,2020-05-07,PE,São Vicente Ferrer,1,0,True,18018.0,5.550009999999999
729,2020-05-07,PE,Serra Talhada,12,0,True,86350.0,13.89693
730,2020-05-07,PE,Sertânia,8,1,True,35907.0,22.27978
731,2020-05-07,PE,Sirinhaém,7,2,True,45865.0,15.262179999999999
732,2020-05-07,PE,Surubim,5,0,True,65089.0,7.6817899999999995
733,2020-05-07,PE,Tabira,3,2,True,28534.0,10.51377
734,2020-05-07,PE,Tamandaré,4,0,True,23388.0,17.10279
735,2020-05-07,PE,Taquaritinga do Norte,1,0,True,28775.0,3.4752400000000003
736,2020-05-07,PE,Terra Nova,1,1,True,10096.0,9.904910000000001
737,2020-05-07,PE,Timbaúba,16,4,True,53022.0,30.17615
738,2020-05-07,PE,Toritama,1,0,True,45219.0,2.2114599999999998
739,2020-05-07,PE,Tracunhaém,2,0,True,13769.0,14.525379999999998
740,2020-05-07,PE,Trindade,7,1,True,30521.0,22.935029999999998
741,2020-05-07,PE,Triunfo,2,0,True,15254.0,13.111320000000001
742,2020-05-07,PE,Tupanatinga,3,0,True,27304.0,10.9874
743,2020-05-07,PE,Tuparetama,1,0,True,8202.0,12.19215
744,2020-05-07,PE,Venturosa,3,1,True,18482.0,16.23201
745,2020-05-07,PE,Vertentes,1,0,True,20731.0,4.82369
746,2020-05-07,PE,Vicência,6,0,True,32643.0,18.38066
747,2020-05-07,PE,Vitória de Santo Antão,105,15,True,138757.0,75.67186
748,2020-05-07,PE,Xexéu,3,1,True,14725.0,20.37351
2472,2020-05-06,PE,Abreu e Lima,87,4,False,99990.0,87.0087
2473,2020-05-06,PE,Afogados da Ingazeira,2,0,False,37259.0,5.3678300000000005
2474,2020-05-06,PE,Afrânio,1,0,False,19635.0,5.09295
2475,2020-05-06,PE,Agrestina,1,1,False,24885.0,4.01849
2476,2020-05-06,PE,Água Preta,8,4,False,36771.0,21.75628
2477,2020-05-06,PE,Águas Belas,3,0,False,43443.0,6.9056
2478,2020-05-06,PE,Alagoinha,2,0,False,14636.0,13.66494
2479,2020-05-06,PE,Aliança,11,5,False,38386.0,28.65628
2480,2020-05-06,PE,Altinho,2,0,False,22972.0,8.70625
2481,2020-05-06,PE,Amaraji,7,3,False,22829.0,30.66275
2482,2020-05-06,PE,Araçoiaba,9,2,False,20524.0,43.8511
2483,2020-05-06,PE,Araripina,1,0,False,84418.0,1.18458
2484,2020-05-06,PE,Arcoverde,27,4,False,74338.0,36.32059
2485,2020-05-06,PE,Barreiros,1,0,False,42659.0,2.34417
2486,2020-05-06,PE,Belo Jardim,9,1,False,76439.0,11.77409
2487,2020-05-06,PE,Betânia,4,0,False,12719.0,31.449009999999998
2488,2020-05-06,PE,Bezerros,2,0,False,60798.0,3.2895800000000004
