,date,state,city,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
1006,2020-05-05,PE,Abreu e Lima,87,4,True,99990.0,87.0087
1007,2020-05-05,PE,Afogados da Ingazeira,2,0,True,37259.0,5.3678300000000005
1008,2020-05-05,PE,Afrânio,1,0,True,19635.0,5.09295
1009,2020-05-05,PE,Agrestina,1,1,True,24885.0,4.01849
1010,2020-05-05,PE,Água Preta,8,4,True,36771.0,21.75628
1011,2020-05-05,PE,Águas Belas,3,0,True,43443.0,6.9056
1012,2020-05-05,PE,Alagoinha,2,0,True,14636.0,13.66494
1013,2020-05-05,PE,Aliança,11,5,True,38386.0,28.65628
1014,2020-05-05,PE,Altinho,2,0,True,22972.0,8.70625
1015,2020-05-05,PE,Amaraji,7,3,True,22829.0,30.66275
1016,2020-05-05,PE,Araçoiaba,9,2,True,20524.0,43.8511
1017,2020-05-05,PE,Araripina,1,0,True,84418.0,1.18458
1018,2020-05-05,PE,Arcoverde,27,4,True,74338.0,36.32059
1019,2020-05-05,PE,Barreiros,1,0,True,42659.0,2.34417
1020,2020-05-05,PE,Belo Jardim,9,1,True,76439.0,11.77409
1021,2020-05-05,PE,Betânia,4,0,True,12719.0,31.449009999999998
1022,2020-05-05,PE,Bezerros,2,0,True,60798.0,3.2895800000000004
1023,2020-05-05,PE,Bom Conselho,2,1,True,48554.0,4.11913
1024,2020-05-05,PE,Bom Jardim,10,5,True,39184.0,25.52062
1025,2020-05-05,PE,Bonito,5,3,True,38134.0,13.11166
1026,2020-05-05,PE,Brejo da Madre de Deus,1,0,True,50742.0,1.97075
1027,2020-05-05,PE,Buenos Aires,1,0,True,13155.0,7.6016699999999995
1028,2020-05-05,PE,Buíque,1,0,True,58378.0,1.71297
1029,2020-05-05,PE,Cabo de Santo Agostinho,133,19,True,207048.0,64.23631
1030,2020-05-05,PE,Cabrobó,1,0,True,34221.0,2.92218
1031,2020-05-05,PE,Cachoeirinha,8,0,True,20380.0,39.25417
1032,2020-05-05,PE,Caetés,6,0,True,28739.0,20.87755
1033,2020-05-05,PE,Camaragibe,297,22,True,157828.0,188.17954
1034,2020-05-05,PE,Camocim de São Félix,3,0,True,18765.0,15.987210000000001
1035,2020-05-05,PE,Capoeiras,2,0,True,20048.0,9.97606
1036,2020-05-05,PE,Carnaíba,2,2,True,19551.0,10.22966
1037,2020-05-05,PE,Carnaubeira da Penha,1,0,True,12932.0,7.732760000000001
1038,2020-05-05,PE,Carpina,20,2,True,83641.0,23.911720000000003
1039,2020-05-05,PE,Caruaru,41,7,True,361118.0,11.35363
1040,2020-05-05,PE,Catende,6,2,True,42892.0,13.988620000000001
1041,2020-05-05,PE,Cedro,1,0,True,11807.0,8.46955
1042,2020-05-05,PE,Chã de Alegria,12,1,True,13518.0,88.77053000000001
1043,2020-05-05,PE,Chã Grande,20,1,True,21698.0,92.17439
1044,2020-05-05,PE,Condado,11,1,True,26421.0,41.63355
1045,2020-05-05,PE,Correntes,2,0,True,18207.0,10.98479
1046,2020-05-05,PE,Cortês,4,1,True,12578.0,31.80156
1047,2020-05-05,PE,Cumaru,0,0,True,10906.0,
1048,2020-05-05,PE,Cupira,2,0,True,24107.0,8.29635
1049,2020-05-05,PE,Custódia,10,2,True,37111.0,26.94619
1050,2020-05-05,PE,Escada,12,1,True,68875.0,17.42287
1051,2020-05-05,PE,Feira Nova,6,0,True,22131.0,27.111290000000004
1052,2020-05-05,PE,Fernando de Noronha,28,0,True,3061.0,914.73375
1053,2020-05-05,PE,Ferreiros,3,0,True,12123.0,24.74635
1054,2020-05-05,PE,Flores,1,0,True,22624.0,4.4200800000000005
1055,2020-05-05,PE,Floresta,1,0,True,32873.0,3.04201
1056,2020-05-05,PE,Frei Miguelinho,6,2,True,15457.0,38.81736
1057,2020-05-05,PE,Gameleira,1,1,True,31052.0,3.2204
1058,2020-05-05,PE,Garanhuns,16,3,True,139788.0,11.4459
1059,2020-05-05,PE,Glória do Goitá,17,4,True,30604.0,55.54829
1060,2020-05-05,PE,Goiana,42,6,True,79758.0,52.659290000000006
