"longitude","latitude","day1","day2","day3","prediction"
-40.6163594229606,-9.47969746449319,5.41189680346215,6.48065378856226,7.2367505774852,5.93969026868658
-40.7014740249751,-9.45132593048836,5.43089347882638,6.52105378614647,7.29088083285752,5.97499123777886
-40.6731024909703,-9.45132593048836,5.42779716746738,6.52297946154767,7.2955491680883,5.97706539457856
-40.6447309569655,-9.45132593048836,5.42041771176955,6.51802246522454,7.29167108882003,5.97283895489872
-40.6163594229606,-9.45132593048836,5.40817226599364,6.50531461241714,7.27819252870749,5.96151713650636
-40.5879878889558,-9.45132593048836,5.39067849177725,6.48429116380553,7.25442924761413,5.94258368893121
-40.559616354951,-9.45132593048836,5.3677986989806,6.45475624412505,7.22014612163041,5.9158608024136
-40.7582170929848,-9.42295439648352,5.4166500958134,6.51466301492539,7.2891190477197,5.9678020114845
-40.72984555898,-9.42295439648352,5.42532857193846,6.53521325957719,7.31680224040185,5.98693762875551
-40.7014740249751,-9.42295439648352,5.4307226982588,6.55038377270716,7.33776953510192,6.00114730174648
-40.6731024909703,-9.42295439648352,5.43174805655472,6.55855377001174,7.35005201470594,6.00894528766597
-40.6447309569655,-9.42295439648352,5.42740801479549,6.558237199162,7.35184548207399,6.00896982906874
-40.6163594229606,-9.42295439648352,5.41688293643296,6.54821676462521,7.34167350951936,6.0001060698724
-40.5879878889558,-9.42295439648352,5.39961634648534,6.52767263518411,7.31854376552128,5.98160404331068
-40.559616354951,-9.42295439648352,5.37538372381641,6.49628424200738,7.28207132704497,5.9531719285109
-40.72984555898,-9.39458286247869,5.43045478379227,6.57201428853549,7.37260951443073,6.01998395944976
-40.7014740249751,-9.39458286247869,5.44236942582923,6.59693972697269,7.40542644058896,6.0431407966132
-40.6731024909703,-9.39458286247869,5.44896080526225,6.61345495137635,7.42785340610072,6.05859066242059
-40.6447309569655,-9.39458286247869,5.44885146310949,6.61951195021457,7.43740632935694,6.06445627713113
-40.6163594229606,-9.39458286247869,5.44087888187463,6.6133890175556,7.43199901693675,6.05916022031389
-40.5879878889558,-9.39458286247869,5.42422719958756,6.59388708641932,7.41018146020978,6.04160495649158
-40.559616354951,-9.39458286247869,5.39853598175804,6.56049044088447,7.37133440185509,6.01132010901951
-40.5312448209461,-9.39458286247869,5.36396305996218,6.51345756441834,7.3157786198165,5.96854558788936
-40.5028732869413,-9.39458286247869,5.32118610102935,6.45381968726957,7.2447718451382,5.9142300231899
-40.4745017529365,-9.39458286247869,5.27134063062125,6.38328438167563,7.16039035924083,5.84994211431498
-40.72984555898,-9.36621132847385,5.44754591543027,6.6261316002889,7.44924437662994,6.06895608463646
-40.7014740249751,-9.36621132847385,5.46807524333655,6.66384604720508,7.49755987138792,6.10384547713367
-40.6731024909703,-9.36621132847385,5.48217935748124,6.69152914449137,7.53352719019845,6.1295380098503
-40.6447309569655,-9.36621132847385,5.4879408609914,6.70633795146492,7.55370126292474,6.14342702487765
-40.6163594229606,-9.36621132847385,5.48369591135111,6.70581487210832,7.5551069889664,6.14326011557413
-40.5879878889558,-9.36621132847385,5.46823793612542,6.68819066940779,7.53560675373226,6.12741703685167
-40.559616354951,-9.36621132847385,5.44099227770837,6.65264209370054,7.49421214644577,6.09514586033152
-40.5312448209461,-9.36621132847385,5.40212135513731,6.59944404978837,7.43126702561518,6.04670228243571
-40.5028732869413,-9.36621132847385,5.35253221560427,6.52997514937047,7.34845225969589,5.98335438240421
-40.4745017529365,-9.36621132847385,5.29378157877551,6.4465705625948,7.24860518723929,5.90724731435859
-40.4461302189316,-9.36621132847385,5.22789917540996,6.35225446072827,7.13539344609012,5.82115762048763
-40.389387150922,-9.36621132847385,5.08390715113786,6.1444592914392,6.88530433591458,5.63148556197757
-40.3610156169171,-9.36621132847385,5.01028543683108,6.03758311767647,6.75640511496362,5.53396114858543
-36.9564315363369,-9.36621132847385,3.89300521885193,4.44619291225849,4.84861212580337,4.12556021330553
-40.72984555898,-9.33783979446901,5.47849862089365,6.70016262767667,7.54977046005554,6.13624438622224
-40.7014740249751,-9.33783979446901,5.51040724311191,6.75465887136848,7.61838120713294,6.18653229902133
-40.6731024909703,-9.33783979446901,5.53465572642691,6.79731390614849,7.67246058044855,6.22595956190944
-40.6447309569655,-9.33783979446901,5.54855734517224,6.82415476553284,7.70719850744587,6.25088248870508
-40.6163594229606,-9.33783979446901,5.54970850098115,6.8316403503796,7.71831209429486,6.25805464246175
-40.5879878889558,-9.33783979446901,5.53630727610705,6.81713422321001,7.70261864374355,6.2450605560951
-40.559616354951,-9.33783979446901,5.50743833169836,6.77932416744345,7.65854299551346,6.2107004255958
-40.5312448209461,-9.33783979446901,5.46325178554065,6.71848115577199,7.58642908790093,6.15522730221447
-40.5028732869413,-9.33783979446901,5.40498325133777,6.63648047847236,7.48856251880436,6.0803659869661
-40.4745017529365,-9.33783979446901,5.33480455617397,6.536571452322,7.36888835363421,5.98910127930946
-40.4461302189316,-9.33783979446901,5.25554262168842,6.42295349510423,7.23249498591365,5.88528870039115
-40.4177586849268,-9.33783979446901,5.17033657695907,6.30026412901913,7.08499256060936,5.77318460347534
-40.389387150922,-9.33783979446901,5.08230832132041,6.17309108511392,6.93192211193527,5.65699858885796
-40.3610156169171,-9.33783979446901,4.99430236913731,6.0455908795584,6.77829507858843,5.54054374996075
-37.0131746043465,-9.33783979446901,3.72500548420538,4.25938856389399,4.65134966179835,3.95293797399957
-36.9848030703417,-9.33783979446901,3.66905618849354,4.19409521807918,4.57647512049714,3.89123997433361
-36.9564315363369,-9.33783979446901,3.6233705212306,4.14001140530197,4.51368658994018,3.84045677671137
-36.928060002332,-9.33783979446901,3.59117650505854,4.10070842451763,4.4667970153565,3.80397338755865
-40.72984555898,-9.30946826046418,5.52528499117602,6.79677207528593,7.67731534146081,6.22430166200675
-40.7014740249751,-9.30946826046418,5.57221372601019,6.87329149454184,7.77251099529896,6.29480101668807
-40.6731024909703,-9.30946826046418,5.61016709985883,6.93604963110458,7.85086247439747,6.3526739285668
-40.6447309569655,-9.30946826046418,5.63535937362172,6.97946308301531,7.90561597980693,6.39279855514912
-40.6163594229606,-9.30946826046418,5.64428655968849,6.9983826380257,7.9305491322347,6.41045286134861
-40.5879878889558,-9.30946826046418,5.6342292213156,6.98883784746012,7.92087270236581,6.4019978036217
-40.559616354951,-9.30946826046418,5.60372466427069,6.94873114396645,7.87406941813734,6.36551392554901
-40.5312448209461,-9.30946826046418,5.55287664202154,6.87828629083249,7.79043345251735,6.30121226367325
-40.5028732869413,-9.30946826046418,5.48340096170338,6.78010266641805,7.67313145001032,6.21148342816952
-40.4745017529365,-9.30946826046418,5.39838440916506,6.65878530499762,7.52774986386885,6.10055744405557
-40.4461302189316,-9.30946826046418,5.301826612132,6.52025725011559,7.36145889616299,5.97387230122591
-40.4177586849268,-9.30946826046418,5.19809428747931,6.37094813127839,7.18202869103051,5.8373292367449
-40.389387150922,-9.30946826046418,5.0914204241983,6.21705558957192,6.99693604802939,5.6966151590805
-40.3610156169171,-9.30946826046418,4.98553723408985,6.06400981687169,6.81271897061935,5.55671165294436
-40.3326440829123,-9.30946826046418,4.88347186319196,5.91618204568332,6.63462775916079,5.42162791723641
-38.2331505665545,-9.30946826046418,2.27163012067116,2.49870774451771,2.67709932255838,2.3664887580421
-37.0415461383514,-9.30946826046418,3.53098736760267,4.04098720750125,4.41654657905542,3.75109561814078
-37.0131746043465,-9.30946826046418,3.45357650722899,3.95154650762109,4.31522868861507,3.66633403129555
-36.9848030703417,-9.30946826046418,3.38330074028989,3.86978994890431,4.22222321429228,3.58921031213842
-36.9564315363369,-9.30946826046418,3.32502867485787,3.801182356976,4.14342489691154,3.52485870633575
-36.928060002332,-9.30946826046418,3.28565839202915,3.75344990678701,4.08713692677921,3.4805291261103
-36.6727161962885,-9.30946826046418,3.1925623498682,3.57813411857799,3.83948288552715,3.35572411454547
-36.6443446622837,-9.30946826046418,3.23530044552629,3.6358378612486,3.90661032958977,3.40744979577816
-36.6159731282788,-9.30946826046418,3.29586703137941,3.71857953551034,4.00387954693317,3.48111903239762
