"longitude","latitude","day1","day2","day3","prediction"
-53.3163022144727,-33.6973440260502,0.000659678579197133,0.000851569191042141,0.000851569191042141,0.00127517540548933
-53.3163022144727,-33.4307882270554,0.00143121427020832,0.00184671607518083,0.00184671607518083,0.00281367616283933
-53.0497464154779,-33.4307882270554,0.00151870282270166,0.00195947575001806,0.00195947575001806,0.00300593889145612
-53.3163022144727,-33.1642324280606,0.0014317807921733,0.00184661409534654,0.00184661409534654,0.00286839518565812
-53.0497464154779,-33.1642324280606,0.000145416117641921,0.00018753359795407,0.00018753359795407,0.000293816639981351
-52.7831906164831,-33.1642324280606,0.0012810398908681,0.00165196500385904,0.00165196500385904,0.00260837201421226
-53.0497464154779,-32.8976766290658,0.000994682788903114,0.00128217259336965,0.00128217259336965,0.00205722619837629
-52.7831906164831,-32.8976766290658,0.00123851984543912,0.00159636246219648,0.00159636246219648,0.00258709756564484
-52.5166348174884,-32.8976766290658,0.00158726934320068,0.00204574258836813,0.00204574258836813,0.00334462002680224
-53.0497464154779,-32.6311208300711,0.000882294739850101,0.00113675498444948,0.00113675498444948,0.00187363066588637
-52.7831906164831,-32.6311208300711,0.00113769624131593,0.00146568531590691,0.00146568531590691,0.00244728503065364
-52.5166348174884,-32.6311208300711,0.00140898218144537,0.00181504088135622,0.00181504088135622,0.00306613052847113
-53.5828580134675,-32.3645650310763,0.00108780912388767,0.0014011890020124,0.0014011890020124,0.00229841953138471
-53.3163022144727,-32.3645650310763,0.000253818312333145,0.000326898527509049,0.000326898527509049,0.000545774017109736
-53.0497464154779,-32.3645650310763,0.00093065120594828,0.0011984707306497,0.0011984707306497,0.00203625862965442
-52.7831906164831,-32.3645650310763,0.00100404588075041,0.00129285382118864,0.00129285382118864,0.00223394909768928
-52.5166348174884,-32.3645650310763,0.00100934572311609,0.00129956056435753,0.00129956056435753,0.00228071906591709
-53.5828580134675,-32.0980092320815,0.000870351872578556,0.00112055978286365,0.00112055978286365,0.00188467596722737
-53.3163022144727,-32.0980092320815,0.000629810547750204,0.000810755182885986,0.000810755182885986,0.00139393875087964
-53.0497464154779,-32.0980092320815,0.000705590780182562,0.000908190219866185,0.000908190219866185,0.00159669457201374
-52.7831906164831,-32.0980092320815,0.000663708754517475,0.000854182192730245,0.000854182192730245,0.00153515932125957
-52.5166348174884,-32.0980092320815,0.000801549882856362,0.00103147321975564,0.00103147321975564,0.00189287943388544
-52.2500790184936,-32.0980092320815,0.000984267279478164,0.00126648707408085,0.00126648707408085,0.00236800091326446
-54.115969611457,-31.8314534330868,0.000826099038130864,0.00106343636975397,0.00106343636975397,0.0017475464068443
-53.8494138124622,-31.8314534330868,0.000722528462957358,0.000929950051075197,0.000929950051075197,0.0015654282678385
-53.5828580134675,-31.8314534330868,0.000538317957939595,0.000692743360514379,0.000692743360514379,0.00119663777035193
-53.3163022144727,-31.8314534330868,0.000836257008625313,0.00107598474198541,0.00107598474198541,0.00191018520511476
-53.0497464154779,-31.8314534330868,0.000770043584929688,0.000990647012268246,0.000990647012268246,0.0018094292335373
-52.7831906164831,-31.8314534330868,0.00048201033284556,0.000620014979673167,0.000620014979673167,0.00116558801533182
-52.5166348174884,-31.8314534330868,5.12766402319666e-05,6.59497306151014e-05,6.59497306151014e-05,0.000127523273947425
-52.2500790184936,-31.8314534330868,0.000887438095646583,0.00114126135474312,0.00114126135474312,0.0022651415602151
-51.9835232194988,-31.8314534330868,0.0010631020460821,0.00136704267568039,0.00136704267568039,0.0027744079074807
-51.716967420504,-31.8314534330868,0.00062491549627363,0.000803517891640896,0.000803517891640896,0.00165794328512226
-54.3825254104518,-31.564897634092,0.00105994643842389,0.00136412194393729,0.00136412194393729,0.00222440281880866
-54.115969611457,-31.564897634092,0.00067645239102866,0.000870405575945408,0.000870405575945408,0.0014564393040978
-53.8494138124622,-31.564897634092,0.000426620421494372,0.000548838113488121,0.000548838113488121,0.000944888347365348
-53.5828580134675,-31.564897634092,0.000652576926131583,0.000839374922225468,0.000839374922225468,0.00149088549118223
-53.3163022144727,-31.564897634092,0.000748065301928045,0.000962031621669491,0.000962031621669491,0.00176758756846145
-53.0497464154779,-31.564897634092,0.000673109279016512,0.000865496585809557,0.000865496585809557,0.00164880019326099
-52.7831906164831,-31.564897634092,0.000603449260339643,0.000775810008447611,0.000775810008447611,0.0015348704143779
-52.5166348174884,-31.564897634092,0.000503981649220033,0.000647842757371077,0.000647842757371077,0.00133160056124742
-52.2500790184936,-31.564897634092,0.000398843752166671,0.000512629904787151,0.000512629904787151,0.0010931143587534
-51.9835232194988,-31.564897634092,0.000822265909318562,0.00105673544708491,0.00105673544708491,0.00232839212659331
-51.716967420504,-31.564897634092,0.000987653330231678,0.00126916642223195,0.00126916642223195,0.002869325675381
-51.4504116215093,-31.564897634092,0.0011529497715524,0.0014814681685357,0.0014814681685357,0.00340168415620925
-54.9156370084413,-31.2983418350972,0.00126080814896552,0.00162263433880293,0.00162263433880293,0.00255190641379028
-54.6490812094465,-31.2983418350972,0.00110018506156472,0.00141560029894866,0.00141560029894866,0.00227890749000262
-54.3825254104518,-31.2983418350972,0.00102848173169697,0.00132305173890328,0.00132305173890328,0.00218665464989824
-54.115969611457,-31.2983418350972,0.000608373428582913,0.000782453068773762,0.000782453068773762,0.00133204365545335
-53.8494138124622,-31.2983418350972,0.00064158475863085,0.000824997798187204,0.000824997798187204,0.00145202020957403
-53.5828580134675,-31.2983418350972,0.000768548580662199,0.000988061732324437,0.000988061732324437,0.00180513584045164
-53.3163022144727,-31.2983418350972,0.000689139823913599,0.000885804514715221,0.000885804514715221,0.00168696059441814
-53.0497464154779,-31.2983418350972,0.000725360610738575,0.000932194607725331,0.000932194607725331,0.001858357550582
-52.7831906164831,-31.2983418350972,0.000656467991544666,0.000843515520114771,0.000843515520114771,0.00176672983152132
-52.5166348174884,-31.2983418350972,0.000631412881801392,0.000811195002198981,0.000811195002198981,0.00178948433615421
