,date,state,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
0,2020-04-30,RR,519,7,False,605761.0,85.67735
1,2020-04-29,RR,426,4,False,605761.0,70.32477
2,2020-04-27,RR,425,4,False,605761.0,70.15968000000001
3,2020-04-26,RR,407,4,False,605761.0,67.18821
4,2020-04-25,RR,401,4,False,605761.0,66.19771999999999
5,2020-04-24,RR,345,3,False,605761.0,56.95315
6,2020-04-23,RR,304,3,False,605761.0,50.18481
7,2020-04-22,RR,297,3,False,605761.0,49.02924
8,2020-04-21,RR,280,3,False,605761.0,46.22285
9,2020-04-20,RR,247,3,False,605761.0,40.77516
10,2020-04-19,RR,244,3,False,605761.0,40.27991
11,2020-04-18,RR,222,3,False,605761.0,36.64812
12,2020-04-17,RR,201,3,False,605761.0,33.1814
13,2020-04-16,RR,164,3,False,605761.0,27.07338
14,2020-04-15,RR,142,3,False,605761.0,23.441589999999998
15,2020-04-14,RR,114,3,False,605761.0,18.8193
16,2020-04-13,RR,113,3,False,605761.0,18.654220000000002
17,2020-04-12,RR,83,3,False,605761.0,13.701770000000002
18,2020-04-11,RR,79,3,False,605761.0,13.04145
19,2020-04-10,RR,75,3,False,605761.0,12.38112
20,2020-04-09,RR,63,2,False,605761.0,10.400139999999999
21,2020-04-08,RR,52,1,False,605761.0,8.58424
22,2020-04-07,RR,49,1,False,605761.0,8.089
23,2020-04-06,RR,42,1,False,605761.0,6.93343
24,2020-04-05,RR,42,1,False,605761.0,6.93343
25,2020-04-04,RR,42,1,False,605761.0,6.93343
26,2020-04-03,RR,37,1,False,605761.0,6.10802
27,2020-04-02,RR,30,0,False,605761.0,4.95245
28,2020-04-01,RR,26,0,False,605761.0,4.29212
29,2020-03-31,RR,16,0,False,605761.0,2.64131
30,2020-03-30,RR,16,0,False,605761.0,2.64131
31,2020-03-29,RR,16,0,False,605761.0,2.64131
32,2020-03-28,RR,16,0,False,605761.0,2.64131
33,2020-03-27,RR,12,0,False,605761.0,1.98098
34,2020-03-26,RR,10,0,False,605761.0,1.6508200000000002
35,2020-03-25,RR,8,0,False,605761.0,1.32065
36,2020-03-24,RR,8,0,False,605761.0,1.32065
37,2020-03-23,RR,2,0,False,605761.0,0.33016
38,2020-03-22,RR,2,0,False,605761.0,0.33016
39,2020-03-21,RR,2,0,False,605761.0,0.33016
40,2020-05-02,TO,246,4,False,1572866.0,15.640239999999999
41,2020-05-01,TO,191,4,False,1572866.0,12.14344
42,2020-04-30,TO,164,3,False,1572866.0,10.42683
43,2020-04-29,TO,137,3,False,1572866.0,8.71021
44,2020-04-28,TO,116,2,False,1572866.0,7.37507
45,2020-04-27,TO,79,2,False,1572866.0,5.02268
46,2020-04-26,TO,67,2,False,1572866.0,4.25974
47,2020-04-25,TO,58,2,False,1572866.0,3.6875400000000003
48,2020-04-24,TO,50,2,False,1572866.0,3.1789099999999997
49,2020-04-23,TO,43,2,False,1572866.0,2.73386
50,2020-04-22,TO,37,2,False,1572866.0,2.35239
51,2020-04-21,TO,36,2,False,1572866.0,2.28882
52,2020-04-20,TO,35,2,False,1572866.0,2.2252400000000003
53,2020-04-19,TO,34,1,False,1572866.0,2.16166
54,2020-04-18,TO,33,1,False,1572866.0,2.09808
55,2020-04-17,TO,32,1,False,1572866.0,2.0345
56,2020-04-16,TO,31,1,False,1572866.0,1.97092
57,2020-04-15,TO,29,1,False,1572866.0,1.8437700000000001
58,2020-04-14,TO,27,0,False,1572866.0,1.7166099999999997
59,2020-04-13,TO,26,0,False,1572866.0,1.65303
60,2020-04-12,TO,26,0,False,1572866.0,1.65303
61,2020-04-11,TO,25,0,False,1572866.0,1.58946
62,2020-04-10,TO,23,0,False,1572866.0,1.4623
63,2020-04-09,TO,23,0,False,1572866.0,1.4623
64,2020-04-08,TO,23,0,False,1572866.0,1.4623
65,2020-04-07,TO,19,0,False,1572866.0,1.20799
66,2020-04-06,TO,19,0,False,1572866.0,1.20799
67,2020-04-05,TO,17,0,False,1572866.0,1.08083
68,2020-04-04,TO,16,0,False,1572866.0,1.01725
69,2020-04-03,TO,13,0,False,1572866.0,0.82652
70,2020-04-02,TO,12,0,False,1572866.0,0.76294
71,2020-04-01,TO,12,0,False,1572866.0,0.76294
