,date,state,confirmed,deaths,is_last,estimated_population_2019,confirmed_per_100k_inhabitants
0,2020-05-16,RN,3004,136,True,3506853.0,85.66085
1,2020-05-14,RN,2786,122,False,3506853.0,79.44445
2,2020-05-13,RN,2537,117,False,3506853.0,72.34406
3,2020-05-12,RN,2367,105,False,3506853.0,67.49641
4,2020-05-11,RN,2033,93,False,3506853.0,57.9722
5,2020-05-10,RN,1930,87,False,3506853.0,55.0351
6,2020-05-08,RN,1919,87,False,3506853.0,54.721430000000005
7,2020-05-07,RN,1821,81,False,3506853.0,51.9269
8,2020-05-06,RN,1739,76,False,3506853.0,49.58862
9,2020-05-05,RN,1644,72,False,3506853.0,46.87964
10,2020-05-04,RN,1536,68,False,3506853.0,43.79995
11,2020-05-03,RN,1421,62,False,3506853.0,40.52066
12,2020-05-02,RN,1392,61,False,3506853.0,39.693709999999996
13,2020-05-01,RN,1366,59,False,3506853.0,38.9523
14,2020-04-30,RN,1297,56,False,3506853.0,36.98473
15,2020-04-29,RN,1177,56,False,3506853.0,33.56286
16,2020-04-28,RN,1086,54,False,3506853.0,30.967940000000002
17,2020-04-27,RN,857,48,False,3506853.0,24.43786
18,2020-04-26,RN,832,45,False,3506853.0,23.72498
19,2020-04-25,RN,825,44,False,3506853.0,23.525370000000002
20,2020-04-24,RN,781,40,False,3506853.0,22.27068
21,2020-04-23,RN,754,38,False,3506853.0,21.50076
22,2020-04-22,RN,708,34,False,3506853.0,20.18904
23,2020-04-21,RN,646,29,False,3506853.0,18.42107
24,2020-04-20,RN,608,28,False,3506853.0,17.33748
25,2020-04-19,RN,595,27,False,3506853.0,16.96678
26,2020-04-18,RN,561,26,False,3506853.0,15.99725
27,2020-04-17,RN,516,24,False,3506853.0,14.71405
28,2020-04-16,RN,463,23,False,3506853.0,13.202720000000001
29,2020-04-15,RN,400,20,False,3506853.0,11.406239999999999
30,2020-04-14,RN,399,19,False,3506853.0,11.37772
31,2020-04-13,RN,376,18,False,3506853.0,10.721860000000001
32,2020-04-12,RN,339,17,False,3506853.0,9.666789999999999
33,2020-04-11,RN,289,13,False,3506853.0,8.241010000000001
34,2020-04-10,RN,263,11,False,3506853.0,7.4996
35,2020-04-08,RN,261,11,False,3506853.0,7.44257
36,2020-04-07,RN,254,8,False,3506853.0,7.242960000000001
37,2020-04-05,RN,246,7,False,3506853.0,7.0148399999999995
38,2020-04-04,RN,215,6,False,3506853.0,6.13085
39,2020-04-03,RN,176,4,False,3506853.0,5.01874
40,2020-04-02,RN,106,2,False,3506853.0,3.02265
41,2020-04-01,RN,92,2,False,3506853.0,2.62343
42,2020-03-31,RN,82,1,False,3506853.0,2.33828
43,2020-03-30,RN,77,1,False,3506853.0,2.1957
44,2020-03-28,RN,68,1,False,3506853.0,1.9390599999999998
45,2020-03-27,RN,28,0,False,3506853.0,0.7984399999999999
46,2020-03-26,RN,19,0,False,3506853.0,0.5418
47,2020-03-25,RN,14,0,False,3506853.0,0.39921999999999996
48,2020-03-24,RN,14,0,False,3506853.0,0.39921999999999996
49,2020-03-22,RN,13,0,False,3506853.0,0.3707
50,2020-03-21,RN,9,0,False,3506853.0,0.25664000000000003
51,2020-03-20,RN,6,0,False,3506853.0,0.17109000000000002
52,2020-03-18,RN,1,0,False,3506853.0,0.02852
53,2020-03-16,RN,1,0,False,3506853.0,0.02852
54,2020-03-13,RN,1,0,False,3506853.0,0.02852
55,2020-03-12,RN,1,0,False,3506853.0,0.02852
56,2020-05-16,AC,1867,59,True,881935.0,211.69361
57,2020-05-15,AC,1785,57,False,881935.0,202.39587
58,2020-05-14,AC,1740,55,False,881935.0,197.29345
59,2020-05-13,AC,1694,52,False,881935.0,192.07765
60,2020-05-12,AC,1590,51,False,881935.0,180.2854
61,2020-05-11,AC,1460,44,False,881935.0,165.54508
62,2020-05-10,AC,1447,41,False,881935.0,164.07105
63,2020-05-09,AC,1335,40,False,881935.0,151.3717
64,2020-05-08,AC,1177,38,False,881935.0,133.45655
65,2020-05-07,AC,1014,36,False,881935.0,114.97446000000001
66,2020-05-06,AC,943,35,False,881935.0,106.92398
67,2020-05-05,AC,817,29,False,881935.0,92.63721
68,2020-05-04,AC,733,28,False,881935.0,83.1127
69,2020-05-03,AC,658,25,False,881935.0,74.60866999999999
70,2020-05-02,AC,553,22,False,881935.0,62.703030000000005
71,2020-05-01,AC,487,19,False,881935.0,55.21949
72,2020-04-30,AC,404,19,False,881935.0,45.80836
73,2020-04-29,AC,354,18,False,881935.0,40.13901
74,2020-04-28,AC,317,16,False,881935.0,35.943690000000004
75,2020-04-27,AC,301,14,False,881935.0,34.1295
76,2020-04-26,AC,279,11,False,881935.0,31.63498
77,2020-04-25,AC,258,11,False,881935.0,29.253859999999996
78,2020-04-24,AC,234,11,False,881935.0,26.53257
79,2020-04-23,AC,227,10,False,881935.0,25.73886
80,2020-04-22,AC,214,8,False,881935.0,24.26483
81,2020-04-21,AC,195,8,False,881935.0,22.11047
82,2020-04-20,AC,176,8,False,881935.0,19.956120000000002
83,2020-04-19,AC,163,6,False,881935.0,18.48209
84,2020-04-18,AC,142,6,False,881935.0,16.10096
85,2020-04-17,AC,135,5,False,881935.0,15.30725
86,2020-04-16,AC,115,5,False,881935.0,13.03951
87,2020-04-15,AC,101,4,False,881935.0,11.45209
88,2020-04-14,AC,99,3,False,881935.0,11.22532
89,2020-04-13,AC,90,3,False,881935.0,10.204830000000001
90,2020-04-12,AC,77,2,False,881935.0,8.7308
91,2020-04-11,AC,72,2,False,881935.0,8.16387
92,2020-04-10,AC,70,2,False,881935.0,7.9370899999999995
93,2020-04-09,AC,62,2,False,881935.0,7.03
94,2020-04-08,AC,58,2,False,881935.0,6.57645
95,2020-04-07,AC,50,2,False,881935.0,5.66935
96,2020-04-06,AC,50,1,False,881935.0,5.66935
97,2020-04-05,AC,48,0,False,881935.0,5.44258
98,2020-04-04,AC,46,0,False,881935.0,5.2158
99,2020-04-03,AC,46,0,False,881935.0,5.2158
100,2020-04-02,AC,45,0,False,881935.0,5.1024199999999995
101,2020-04-01,AC,43,0,False,881935.0,4.87564
102,2020-03-31,AC,42,0,False,881935.0,4.7622599999999995
103,2020-03-30,AC,41,0,False,881935.0,4.64887
104,2020-03-29,AC,34,0,False,881935.0,3.8551599999999997
105,2020-03-28,AC,25,0,False,881935.0,2.83468
106,2020-03-27,AC,25,0,False,881935.0,2.83468
107,2020-03-26,AC,23,0,False,881935.0,2.6079
108,2020-03-25,AC,23,0,False,881935.0,2.6079
109,2020-03-24,AC,21,0,False,881935.0,2.3811299999999997
110,2020-03-23,AC,17,0,False,881935.0,1.9275799999999998
111,2020-03-22,AC,11,0,False,881935.0,1.24726
112,2020-03-21,AC,11,0,False,881935.0,1.24726
113,2020-03-20,AC,7,0,False,881935.0,0.79371
114,2020-03-19,AC,4,0,False,881935.0,0.45355
115,2020-03-18,AC,3,0,False,881935.0,0.34016
116,2020-03-17,AC,3,0,False,881935.0,0.34016
117,2020-05-17,TO,1496,32,True,1572866.0,95.113
118,2020-05-15,TO,1279,27,False,1572866.0,81.31653
119,2020-05-14,TO,1179,24,False,1572866.0,74.95871
120,2020-05-13,TO,1029,23,False,1572866.0,65.42197
121,2020-05-12,TO,932,21,False,1572866.0,59.25489
122,2020-05-11,TO,828,14,False,1572866.0,52.642759999999996
123,2020-05-10,TO,747,12,False,1572866.0,47.49292
124,2020-05-09,TO,688,11,False,1572866.0,43.74181
125,2020-05-08,TO,572,9,False,1572866.0,36.36673
126,2020-05-07,TO,494,9,False,1572866.0,31.407629999999997
127,2020-05-06,TO,423,9,False,1572866.0,26.89358
128,2020-05-05,TO,351,9,False,1572866.0,22.31595
129,2020-05-04,TO,303,7,False,1572866.0,19.2642
130,2020-05-03,TO,267,6,False,1572866.0,16.975379999999998
131,2020-05-02,TO,246,4,False,1572866.0,15.640239999999999
132,2020-05-01,TO,191,4,False,1572866.0,12.14344
133,2020-04-30,TO,164,3,False,1572866.0,10.42683
134,2020-04-29,TO,137,3,False,1572866.0,8.71021
135,2020-04-28,TO,116,2,False,1572866.0,7.37507
136,2020-04-27,TO,79,2,False,1572866.0,5.02268
137,2020-04-26,TO,67,2,False,1572866.0,4.25974
138,2020-04-25,TO,58,2,False,1572866.0,3.6875400000000003
139,2020-04-24,TO,50,2,False,1572866.0,3.1789099999999997
140,2020-04-23,TO,43,2,False,1572866.0,2.73386
141,2020-04-22,TO,37,2,False,1572866.0,2.35239
142,2020-04-21,TO,36,2,False,1572866.0,2.28882
143,2020-04-20,TO,35,2,False,1572866.0,2.2252400000000003
144,2020-04-19,TO,34,1,False,1572866.0,2.16166
145,2020-04-18,TO,33,1,False,1572866.0,2.09808
146,2020-04-17,TO,32,1,False,1572866.0,2.0345
147,2020-04-16,TO,31,1,False,1572866.0,1.97092
148,2020-04-15,TO,29,1,False,1572866.0,1.8437700000000001
149,2020-04-14,TO,27,0,False,1572866.0,1.7166099999999997
150,2020-04-13,TO,26,0,False,1572866.0,1.65303
151,2020-04-12,TO,26,0,False,1572866.0,1.65303
152,2020-04-11,TO,25,0,False,1572866.0,1.58946
153,2020-04-10,TO,23,0,False,1572866.0,1.4623
154,2020-04-09,TO,23,0,False,1572866.0,1.4623
155,2020-04-08,TO,23,0,False,1572866.0,1.4623
156,2020-04-07,TO,19,0,False,1572866.0,1.20799
157,2020-04-06,TO,19,0,False,1572866.0,1.20799
158,2020-04-05,TO,17,0,False,1572866.0,1.08083
159,2020-04-04,TO,16,0,False,1572866.0,1.01725
160,2020-04-03,TO,13,0,False,1572866.0,0.82652
161,2020-04-02,TO,12,0,False,1572866.0,0.76294
162,2020-04-01,TO,12,0,False,1572866.0,0.76294
163,2020-03-31,TO,12,0,False,1572866.0,0.76294
