,latitude,longitude,day1,day2,day3,prediction
8851,-8.058913302863575,-34.88853639344819,0.0006533821579068899,0.0006533821579068899,0.0006533821579068899,0.0006533821579068899
8852,-8.058920247949777,-34.88702833822644,0.0007347007049247622,0.0007347007049247622,0.0007347007049247622,0.0007347007049247622
8853,-8.058927187495797,-34.88552028166275,0.0009710232843644917,0.0009710232843644917,0.0009710232843644917,0.0009710232843644917
8854,-8.058934121501608,-34.8840122237582,0.001188859459944069,0.001188859459944069,0.001188859459944069,0.001188859459944069
8855,-8.058941049967187,-34.88250416451386,0.001323819858953357,0.001323819858953357,0.001323819858953357,0.001323819858953357
8856,-8.058947972892513,-34.8809961039308,0.001387001248076558,0.001387001248076558,0.001387001248076558,0.001387001248076558
8857,-8.058954890277558,-34.87948804201009,0.00141379761043936,0.00141379761043936,0.00141379761043936,0.00141379761043936
8858,-8.058961802122305,-34.8779799787528,0.001436305232346058,0.001436305232346058,0.001436305232346058,0.001436305232346058
8859,-8.058968708426724,-34.87647191416001,0.001438821200281382,0.001438821200281382,0.001438821200281382,0.001438821200281382
8860,-8.058975609190792,-34.87496384823277,0.001347054145298898,0.001347054145298898,0.001347054145298898,0.001347054145298898
8861,-8.058982504414486,-34.87345578097217,0.001125477836467326,0.001125477836467326,0.001125477836467326,0.001125477836467326
8862,-8.058989394097782,-34.87194771237927,0.0009474164107814431,0.0009474164107814431,0.0009474164107814431,0.0009474164107814431
8863,-8.058996278240658,-34.87043964245515,0.001076713902875781,0.001076713902875781,0.001076713902875781,0.001076713902875781
8864,-8.059003156843087,-34.86893157120087,0.001489255693741143,0.001489255693741143,0.001489255693741143,0.001489255693741143
8865,-8.059010029905048,-34.86742349861751,0.001993038924410939,0.001993038924410939,0.001993038924410939,0.001993038924410939
8866,-8.059168245729612,-35.01068843924617,0.00573961716145277,0.00573961716145277,0.00573961716145277,0.00573961716145277
8867,-8.059175640266423,-35.00918049318605,0.005656218156218529,0.005656218156218529,0.005656218156218529,0.005656218156218529
8868,-8.059183029264462,-35.00767254569727,0.005570465698838234,0.005570465698838234,0.005570465698838234,0.005570465698838234
8869,-8.059190412723707,-35.00616459678088,0.005482286680489779,0.005482286680489779,0.005482286680489779,0.005482286680489779
8870,-8.059197790644136,-35.00465664643798,0.005391608458012342,0.005391608458012342,0.005391608458012342,0.005391608458012342
8871,-8.059205163025714,-35.00314869466963,0.005298360250890255,0.005298360250890255,0.005298360250890255,0.005298360250890255
8872,-8.059212529868429,-35.00164074147688,0.005202474538236856,0.005202474538236856,0.005202474538236856,0.005202474538236856
8873,-8.059219891172242,-35.00013278686083,0.005103889387100935,0.005103889387100935,0.005103889387100935,0.005103889387100935
8874,-8.059227246937137,-34.99862483082253,0.005002549383789301,0.005002549383789301,0.005002549383789301,0.005002549383789301
8875,-8.059234597163089,-34.99711687336306,0.004898408427834511,0.004898408427834511,0.004898408427834511,0.004898408427834511
8876,-8.059241941850063,-34.99560891448349,0.004791433457285166,0.004791433457285166,0.004791433457285166,0.004791433457285166
8877,-8.059249280998044,-34.99410095418488,0.004681609105318785,0.004681609105318785,0.004681609105318785,0.004681609105318785
8878,-8.059256614607005,-34.99259299246832,0.004568941425532103,0.004568941425532103,0.004568941425532103,0.004568941425532103
8879,-8.059263942676914,-34.99108502933487,0.004453465808182955,0.004453465808182955,0.004453465808182955,0.004453465808182955
8880,-8.059271265207753,-34.98957706478559,0.004335254896432161,0.004335254896432161,0.004335254896432161,0.004335254896432161
8881,-8.059278582199495,-34.98806909882156,0.004214426036924124,0.004214426036924124,0.004214426036924124,0.004214426036924124
8882,-8.059285893652113,-34.98656113144386,0.004091156646609306,0.004091156646609306,0.004091156646609306,0.004091156646609306
8883,-8.059293199565584,-34.98505316265355,0.003965693060308695,0.003965693060308695,0.003965693060308695,0.003965693060308695
8884,-8.05930049993988,-34.98354519245169,0.003838364267721772,0.003838364267721772,0.003838364267721772,0.003838364267721772
8885,-8.059307794774977,-34.98203722083937,0.003709588199853897,0.003709588199853897,0.003709588199853897,0.003709588199853897
8886,-8.059315084070855,-34.98052924781766,0.003579870099201798,0.003579870099201798,0.003579870099201798,0.003579870099201798
8887,-8.059322367827482,-34.97902127338762,0.003449777839705348,0.003449777839705348,0.003449777839705348,0.003449777839705348
8888,-8.059329646044835,-34.97751329755032,0.00331988581456244,0.00331988581456244,0.00331988581456244,0.00331988581456244
8889,-8.059336918722895,-34.97600532030683,0.00319067994132638,0.00319067994132638,0.00319067994132638,0.00319067994132638
8890,-8.059344185861626,-34.97449734165823,0.003062433796003461,0.003062433796003461,0.003062433796003461,0.003062433796003461
8891,-8.059351447461012,-34.97298936160558,0.002935123397037387,0.002935123397037387,0.002935123397037387,0.002935123397037387
8892,-8.059358703521022,-34.97148138014996,0.002808506833389401,0.002808506833389401,0.002808506833389401,0.002808506833389401
8893,-8.059365954041633,-34.96997339729244,0.002682566177099943,0.002682566177099943,0.002682566177099943,0.002682566177099943
8894,-8.059373199022824,-34.96846541303408,0.00255843810737133,0.00255843810737133,0.00255843810737133,0.00255843810737133
8895,-8.059380438464565,-34.96695742737596,0.002439603675156832,0.002439603675156832,0.002439603675156832,0.002439603675156832
8896,-8.059387672366832,-34.96544944031915,0.002332346513867378,0.002332346513867378,0.002332346513867378,0.002332346513867378
8897,-8.059394900729602,-34.96394145186471,0.002243778668344021,0.002243778668344021,0.002243778668344021,0.002243778668344021
8898,-8.05940212355285,-34.96243346201373,0.002176622161641717,0.002176622161641717,0.002176622161641717,0.002176622161641717
8899,-8.059409340836549,-34.96092547076726,0.002123576821759343,0.002123576821759343,0.002123576821759343,0.002123576821759343
8900,-8.059416552580679,-34.95941747812639,0.002067266963422298,0.002067266963422298,0.002067266963422298,0.002067266963422298
8901,-8.059423758785206,-34.95790948409217,0.001988698495551944,0.001988698495551944,0.001988698495551944,0.001988698495551944
8902,-8.059430959450115,-34.95640148866568,0.001880475552752614,0.001880475552752614,0.001880475552752614,0.001880475552752614
8903,-8.059438154575377,-34.954893491848,0.001758014783263206,0.001758014783263206,0.001758014783263206,0.001758014783263206
8904,-8.059445344160967,-34.95338549364019,0.001658649533055723,0.001658649533055723,0.001658649533055723,0.001658649533055723
8905,-8.05945252820686,-34.95187749404332,0.001614613342098892,0.001614613342098892,0.001614613342098892,0.001614613342098892
